Location Name,Area,Country,URL,Type of Beach,Lifeguard Service,Dogs Friendly Beach?,Activities,Facilities,Nearest Town,Postcode,OS Grid Ref,Water Quality
Amroth,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/amroth.htm,Sandy,Yes,Dog restrictions apply to the central and western end of the beach between 1st May and 30th September.,"Good fishing
Swimming/bathing
Rock pooling
Wind surfing",Slipway,Tenby,SA67 8NG,SN 1677 0711,5 star
Barmouth,,Wales,https://www.thebeachguide.co.uk/north-wales/gwynedd/barmouth.htm,Abermaw,Sandy,No,"Amusement arcade
Kayaking/canoeing
Donkey rides
Good fishing
Jet-skiing
Sailing
Surfing
Wind surfing",Promenade,Barmouth,LL42 1NE,SH 6092 1587,5 star
Benllech,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/benllech.htm,Sandy,Yes,Dogs are not allowed on the main section of beach from the 1st of May to 30th September. At low tide there are parts of the beach where dogs are allowed all year.,"Kayaking/canoeing
Sailing
Surfing
Wind surfing",Promenade,Llangefni,LL74 8QE,SH 5239 8243,5 star
Borth,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/rhoscolyn-borth-wen.htm,Borthwen,Sandy,No,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Sailing
Swimming/bathing
Rock pooling
Surfing",Slipway,Holyhead,LL65 2NX,SH 2733 7507,4 star
Broadhaven,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/broadhaven.htm,Broad Haven North,Sandy,Yes,"Kayaking/canoeing
Good fishing
Kite surfing
Swimming/bathing
Rock pooling
Surfing
Wind surfing",Promenade,Milford Haven,SA62 3JG,SM 8606 1385,5 star
Castle Beach Tenby,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/castle-beach-tenby.htm,Sandy,Yes,Dogs are dog banned between 1st May and 30th September up until where Castle beach becomes South beach.,"Swimming/bathing
Surfing",Slipway,Tenby,SA70 7BD,SN 1377 0039,5 star
Caswell Bay,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/caswell-bay.htm,Sandy,Yes,Dogs are not permitted 1 May - 30 September (inclusive),"Kayaking/canoeing
Swimming/bathing
Surfing",Shop,The Mumbles,SA3 3BT,SS 5918 8735,5 star
Coppet Hall,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/coppet-hall.htm,Sandy,No,Please note that the dog restrictions on Coppet Hall beach have changed. The area to the north of Coppet Hall Beach (from the main steps) has a dog ban between 10am and 5pm from 1st May to 30th September.,"Good fishing
Sailing
Swimming/bathing
Wind surfing",Slipway,Tenby,SA69 9EY,SN 1408 0533,5 star
Dale,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/dale.htm,Sand & shingle,Yes,Dogs allowed,"Good fishing
Swimming/bathing
Water skiing
Wind surfing",Slipway,Milford Haven,SA62 3RB,SM 8118 0569,5 star
Dinas Dinlle,,Wales,https://www.thebeachguide.co.uk/north-wales/gwynedd/dinas-dinlle.htm,Sand & pebble,No,Dogs are banned on the main section of beach between the stone breakwaters from the 1st May and the 30th September. ,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Jet-skiing
Sailing
Swimming/bathing
Surfing
Wind surfing",Slipway,Caernarfon,LL54 5TW,SH 4357 5666,5 star
Langland Bay,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/langland-bay.htm,Sand & rock,Yes,Dogs are not permitted 1 May - 30 September (inclusive),"Kayaking/canoeing
Swimming/bathing
Surfing",Shop,Swansea,SA3 4SQ,SS 6070 8733,5 star
Llanddona,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/llanddona.htm,Sandy,No,Dogs are not allowed on the western end of the beach between 1st May and 30th September,"Kayaking/canoeing
Swimming/bathing
Wind surfing",Shop,Beaumaris,LL58 8UW,SH 5674 8082,5 star
Llanddwyn Beach,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/llanddwyn-beach.htm,Newborough,Sandy,No,"Kayaking/canoeing
Kite surfing
Swimming/bathing
Wind surfing",Pub nearby,Caernarfon,LL61 6SG,SH 4048 6322,5 star
Llandudno - West Shore,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/llandudno-west-shore.htm,Sandy,No,"Dogs are not allowed on the main section of beach between the two stone groynes from 1st May to 30th September. However, there is plenty of beach to either side that is dog-friendly year round.","Kite surfing
Surfing",Toilets,LLandudno,LL30 2AG,SH 7709 8200,3 star
Llandudno North Shore,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/north-shore-llandudno.htm,Sandy,No,"Dogs are not allowed on the western end of the beach from the Pier to Clarence Road between 1st May and 30th September. There is however a considerable area of beach, further from the town, where dogs are welcome all year.","Donkey rides
Sailing
Surfing
Wind surfing",Promenade,Llandudno,LL30 2LG,SH 7840 8247,5 star
Llanfairfechan,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/llanfairfechan.htm,Sand & pebble,No,Dogs not allowed from 1st May to 30th Sep between the 2 slipways extending down from the promenade to the Low Water Mark,"Kayaking/canoeing
Good fishing
Sailing
Swimming/bathing
Surfing
Wind surfing",Slipway,Conwy,LL33 0BY,SH 6802 7548,3 star
Llangrannog,,Wales,https://www.thebeachguide.co.uk/south-wales/ceredigion/llangrannog.htm,Sandy,Yes,Dogs are banned to the west of the stream on the beach from 1st May to 30th September,"Kayaking/canoeing
Sailing
Surfing",Slipway,Cardigan,SA44 6SN,SN 3108 5422,4 star
Lydstep,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/lydstep-haven.htm,Lydstep Haven,Sand & pebble,Yes,"Diving & snorkelling
Jet-skiing
Swimming/bathing
Water skiing",Slipway,Tenby,SA70 7SB,SS 0917 9833,5 star
Morfa Bychan - Black Rock Sands,,Wales,https://www.thebeachguide.co.uk/north-wales/gwynedd/morfa-bychan-black-rock-sands.htm,Sandy,No,Dogs allowed,Slipway,Slipway,Porthmadog,LL49 9YB,SH 5291 3722,no data
New Quay - Harbour Beach,,Wales,https://www.thebeachguide.co.uk/south-wales/ceredigion/new-quay-harbour-beach.htm,,Yes,Dogs are banned on the beach. between May 1st and September 30th and there are dog bins.,"Good fishing
Sailing
Swimming/bathing",Slipway,New Quay,SA45 9PS,SN 3903 5984,5 star
Newgale Sands,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/newgale-sands.htm,Sand & pebble,Yes,Dogs allowed,"Good fishing
Kite surfing
Surfing
Wind surfing",Pub nearby,Haverfordwest,SA62 6AS,SM 8491 2177,5 star
North Tenby,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/north-tenby.htm,Sandy,Yes,Dogs are dog banned from the beach between 1st May and 30th September. In addition dogs must be kept on a lead in the harbour and promenade areas.,Swimming/bathing,Shop,Tenby,SA70 8AA,SN 1334 0080,5 star
Pembrey Beach - Llanelli,,Wales,https://www.thebeachguide.co.uk/south-wales/carmarthenshire/pembrey-beach-llanelli-cefn-sidan.htm,Cefn Sidan,Sandy,Yes,"Kayaking/canoeing
Good fishing
Sailing
Swimming/bathing",Shop,Carmarthen,SA16 0EJ,SS 4008 9975,5 star
Penmaenmawr,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/penmaenmawr.htm,Sandy,No,Dogs are not allowed on the main section of beach from 1st May to 30th September although at low tide there is an area of sand to either side where dogs can be let off the lead. ,"Kayaking/canoeing
Sailing
Wind surfing",Promenade,Conwy,LL34 6AZ,SH 7197 7678,3 star
Poppit Sands,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/poppit-sands-west.htm,Sandy,Yes,Dogs allowed,"Good fishing
Swimming/bathing",Shop,Newport,SA43 3LR,SN 1531 4875,5 star
Port Eynon,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/port-eynon.htm,Sandy,Yes,Dogs allowed,"Kayaking/canoeing
Sailing
Surfing
Wind surfing",Slipway,Llanelli,SA3 1NN,SS 4694 8507,5 star
Porth Dafarch,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/porth-dafarch.htm,Sandy,No,Dog ban in force from 1st May until 30th September,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Swimming/bathing
Rock pooling",Slipway,Holyhead,LL65 2LS,SH 2339 8000,5 star
Porth Swtan (Church Bay),,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/church-bay.htm,Sand & pebble,Yes,Dogs allowed,"Good fishing
Sailing
Swimming/bathing",Slipway,Holyhead,LL65 4EU,SH 3005 8937,5 star
Prestatyn Central,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/prestatyn-central-beach.htm,Sandy,Yes,There is a dog exercise area and Dog restricted areas on the beach.,"Amusement arcade
Sailing
Wind surfing",Lost child centre,Prestatyn,SJ 0589 8376,,5 star
Pwllheli,,Wales,https://www.thebeachguide.co.uk/north-wales/gwynedd/pwllheli.htm,Traeth Marian-y-De,Sandy,Yes,"Kayaking/canoeing
Good fishing
Jet-skiing
Sailing
Swimming/bathing
Water skiing
Wind surfing",Shop,Pwllheli,LL53 5PG,SH 3729 3412,4 star
Rest Bay Porthcawl,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/rest-bay-porthcawl.htm,Sandy,Yes,"During the Summer months at Rest Bay, Dogs are banned of the main section of the beach (Rest Bay point til Golf Bay). The ban is from the 1st of May until the 30th of September.","Kayaking/canoeing
Good fishing
Swimming/bathing
Surfing
Wind surfing",Slipway,Porthcawl,CF36 3UW,SS 8009 7820,5 star
Rhos-on-Sea Colwyn Bay,,Wales,https://www.thebeachguide.co.uk/north-wales/clwyd/colwyn-bay-rhos.htm,Llandrillo yn Rhos,Sand & shingle,No,"Good fishing
Sailing
Surfing",Promenade,Conwy,LL28 4EN,SH 8428 8067,no data
Saundersfoot,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/saundersfoot.htm,Sandy,Yes,Dogs allowed,"Good fishing
Sailing
Swimming/bathing
Surfing
Wind surfing",Slipway,Tenby,SA69 9NL,SN 1378 0490,5 star
South Tenby,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/south-tenby.htm,Sandy,Yes,Dogs allowed,"Kayaking/canoeing
Sailing
Swimming/bathing
Surfing
Wind surfing",Slipway,Tenby,SA70 7DU,SS 1321 9997,5 star
Southerndown,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/southerndown.htm,Dunraven Bay,Sand & pebble,Yes,"Kayaking/canoeing
Swimming/bathing
Rock pooling
Surfing",Shop,Bridgend,CF32 0RT,SS 8848 7285,5 star
Trearddur Bay,,Wales,https://www.thebeachguide.co.uk/north-wales/anglesey/trearddur-bay.htm,Sandy,Yes,Dogs allowed,"Kayaking/canoeing
Jet-skiing
Sailing
Surfing
Wind surfing",Slipway,Holyhead,LL65 2YU,SH 2564 7888,5 star
Trecco Bay Porthcawl,,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/trecco-bay-porthcawl.htm,Sand & rock,Yes,Dog restrictions apply. Dog exercise area.,"Crazy golf/putting
Swimming/bathing",Disabled facilities,Porthcawl,CF36 5DB,SS 8316 7663,5 star
Tresaith,,Wales,https://www.thebeachguide.co.uk/south-wales/ceredigion/tresaith.htm,Sandy,Yes,Dogs are restricted to a section of the beach between 1st May and 30th September.,"Swimming/bathing
Rock pooling
Surfing",Slipway,Cardigan,SA43 2JL,SN 2784 5158,5 star
Whitesands,,Wales,https://www.thebeachguide.co.uk/south-wales/pembrokeshire/whitesands.htm,Porthmawr,Sandy,Yes,"Kayaking/canoeing
Swimming/bathing
Surfing
Wind surfing",Slipway,Goodwick,SA62 6PS,SM 7329 2699,5 star
Whitmore Bay (Barry),,Wales,https://www.thebeachguide.co.uk/south-wales/glamorgan/whitmore-bay-barry.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),Amusement arcade,Promenade,Penarth,CF62 5TJ,ST 1155 6645,5 star
An Trá Mór,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/tramor-coil-rua.htm,Inverin,Sand & rock,Yes,Swimming/bathing,Town centre nearby,An Spiddal,,,no data
Ardmore Bay,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-waterford/ardmore-bay.htm,Main Beach,Sandy,No,Rock pooling,Slipway,Ardmore,,,no data
Ballinskelligs,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/ballinskelligs.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Kayaking/canoeing
Swimming/bathing
Wind surfing",Town centre nearby,Dungeagan,,,no data
Ballybunion Mens beach,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/ballybunion-south-beach.htm,South beach,Sandy,Yes,Swimming/bathing,Shop,Ballybunion,,,no data
Ballyheigue,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/ballyheigue.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Swimming/bathing
Surfing",Slipway,Ballyheigue,,,no data
Ballymoney,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wexford/ballymoney.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),Shop,Shop,Gorey,,,no data
Banna Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/banna-strand.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Kite surfing
Swimming/bathing
Surfing",Slipway,Tralee,,,no data
Barleycove,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/barleycove.htm,Barlycove,Sandy,Yes,Swimming/bathing,Town centre nearby,Crookhaven,,,no data
Bertra,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/bertra.htm,Sand & rock,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Murrisk,,,no data
Brittas Bay,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wicklow/brittas-bay-south.htm,Sandy,Yes,Dogs allowed,Swimming/bathing,Pub nearby,Wicklow,,,no data
Brittas Bay (North),,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wicklow/brittas-bay-north.htm,Cuan an Bhriotais,Sandy,Yes,Swimming/bathing,Pub nearby,Wicklow,,,no data
Bundoran,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/bundoran.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,"Good fishing
Swimming/bathing
Surfing",Pub nearby,Bundoran,,,no data
Cappagh,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/cappagh.htm,Cappagh Pier,Rocky,Yes,Swimming/bathing,Slipway,Kilrush,,,no data
Carrickfinn,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/carrickfinn.htm,Dunmore Strand,Sandy,Yes,Swimming/bathing,Shop,Annagary,,,no data
Carrowmore,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/carrowmore.htm,Sand & rock,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Louisburgh,,,no data
Cill Muirbhthe,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/port-mhuirbhigh-kilmurvy.htm,Port Mhuirbhigh / Kilmurvey,Sandy,Yes,"Swimming/bathing
Rock pooling",Town centre nearby,Kilronan,,,no data
Clare Island,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/clare-island.htm,The Harbour,Sandy,No,Swimming/bathing,Slipway,Louisburgh,,,no data
Clogherhead,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-louth/clogherhead.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Good fishing
Kite surfing
Sailing
Swimming/bathing
Rock pooling
Wind surfing",Slipway,Drogheda,,,no data
Clonea,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-waterford/clonea.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Dungarvan,,,no data
Councillors Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-waterford/councillors-strand.htm,Lawlors,Sandy,Yes,Swimming/bathing,Shop,Dunmore East,,,no data
Courtown,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wexford/courtown.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Gorey,,,no data
Culdaff Bay,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/culdaff.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Malin,,,no data
Curracloe,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wexford/curracloe.htm,Ballinesker,Sandy,Yes,Swimming/bathing,Shop,Wexford,,,no data
Derrynane,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/derrynane.htm,Doire Fhíonáin,Sandy,Yes,"Diving & snorkelling
Swimming/bathing",Shop,Caherdaniel,,,no data
Dooega,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/dooega.htm,Sand & pebble,No,Dogs must be on a leash and droppings removed.,"Swimming/bathing
Rock pooling",Slipway,Achill,,,no data
Downings,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/downings.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Kayaking/canoeing
Kite surfing
Sailing
Wind surfing",Shop,Downings,,,no data
Dugort,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/dugort.htm,"Silverstrand, Pollawaddy Strand",Sand & pebble,Yes,Swimming/bathing,Pub nearby,Dugort,,,no data
Dunmore Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-waterford/dunmore-strand.htm,Dunmore East,Sandy,Yes,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Sailing
Swimming/bathing
Rock pooling",Slipway,Dunmore,,,no data
Elly Bay,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/elly-bay.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,"Kite surfing
Swimming/bathing",Town centre nearby,Belmullet,,,no data
Fanore,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/fanore.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed. No dogs allowed between 10 and 6pm.,Swimming/bathing,Shop,Ballyvaughan,,,no data
Fenit,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/fenit.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Town centre nearby,Tralee,,,no data
Garretstown,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/garretstown.htm,Garrettstown,Sandy,Yes,"Crazy golf/putting
Swimming/bathing
Surfing",Shop,Ballinspittle,,,no data
Garrylucas,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/garrylucas.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Swimming/bathing
Surfing",Shop,Ballinspittle,,,no data
Golden Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/golden-strand.htm,Barnyagappul Strand,Sandy,Yes,"Kayaking/canoeing
Swimming/bathing",Toilets,Mulranny,,,no data
Greystones,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wicklow/greystones.htm,Pebble,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Greystones,,,no data
Inch,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/lahinch.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed. No dogs allowed between 10 and 6pm.,"Swimming/bathing
Surfing",Town centre nearby,Lahinch,,,no data
Inchydoney,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/inchydoney.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Swimming/bathing
Rock pooling
Surfing",Town centre nearby,Clonakilty,,,no data
Keel,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/keel.htm,Trawmore Strand,Sand & shingle,Yes,Swimming/bathing,Disabled facilities,Achill,,,no data
Keem,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/keem.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Disabled facilities,Keel,,,no data
Kells,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/kells.htm,Sandy,No,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Caherciveen,,,no data
Kilkee,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/kilkee.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed. No dogs allowed between 10 and 6pm.,"Diving & snorkelling
Swimming/bathing
Rock pooling",Shop,Kilkee,,,no data
Killahoey Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/killahoey-strand.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Dunfanaghy,,,no data
Killiney,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-dublin/killiney.htm,Pebble,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),Swimming/bathing,Shop,Dublin,,,no data
Lahinch,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/lahinch.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed. No dogs allowed between 10 and 6pm.,"Swimming/bathing
Surfing",Town centre nearby,Lahinch,,,no data
Magherabeg,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/magherabeg.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Castlegregory,,,no data
Marble Hill,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/marble-hill.htm,Marble Hill Strand,Sandy,Yes,Swimming/bathing,Shop,Dunfanaghy,,,no data
Morriscastle,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wexford/morriscastle.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Good fishing
Kite surfing
Swimming/bathing
Wind surfing",Disabled facilities,Killmuckridge,,,no data
Mullaghroe,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/mullaghroe.htm,Sandy,No,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Belmullet,,,no data
Mulranny,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-mayo/mulranny.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Mulranny,,,no data
Murvagh,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/murvagh.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,Swimming/bathing,Shop,Donegal,,,no data
Narin / Portnoo,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/narin-portnoo.htm,Naran,Sandy,Yes,Swimming/bathing,Shop,Portnoo,,,no data
Owenahincha,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/owenahincha.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Kite surfing
Swimming/bathing
Surfing",Shop,Rosscarbery,,,no data
Port,,Ireland,https://www.thebeachguide.co.uk/north-wales/anglesey/llanfaelog-porth-nobla.htm,Sandy,No,Dogs allowed,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Sailing
Swimming/bathing
Surfing","Kayaking/canoeing
Diving & snorkelling
Good fishing
Sailing
Swimming/bathing
Surfing",Holyhead,LL63 5TE,SH 3300 7113,5 star
Portmarnock,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-dublin/portmarnock.htm,Velvet Strand,Sandy,Yes,"Kite surfing
Swimming/bathing
Wind surfing",Shop,Portmarnock,,,no data
Ross,,Ireland,https://www.thebeachguide.co.uk/south-wales/glamorgan/swansea-bay-west-cross.htm,Mud/Sand,No,Dogs allowed,Pub nearby,Pub nearby,Swansea,SA3 5JD,SS 6168 8935,no data
Rossbeigh,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/rossbeigh.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Glenbeigh,,,no data
Rosses Point,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-sligo/rosses-point.htm,Sandy,Yes,Dogs must be on a leash after 10 am,Swimming/bathing,Shop,Sligo,,,no data
Rosslare Strand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-wexford/rosslare.htm,Sand. stone,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Duncannon,,,no data
Rossnowlagh,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/rossnowlagh.htm,Sandy,Yes,Dogs must be on a leash and droppings removed.,"Swimming/bathing
Surfing",Shop,Ballyshannon,,,no data
Salthill,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/salthill.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,"Diving & snorkelling
Swimming/bathing
Rock pooling",Promenade,Salthill,,,no data
Seapoint,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-dublin/seapoint.htm,Sand & rock,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Kayaking/canoeing
Swimming/bathing
Rock pooling",Promenade,Dublin,,,no data
Shellinghill,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-louth/shelling-hill.htm,Templetown,Sandy,Yes,Swimming/bathing,Disabled facilities,Dundalk,,,no data
Silverstrand,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/silverstrand.htm,Silver Strand,Sandy,Yes,Swimming/bathing,Town centre nearby,Galway,,,no data
Spanish Point,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/spanish-point.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed. No dogs allowed between 10 and 6pm.,"Good fishing
Swimming/bathing
Rock pooling
Surfing",Slipway,MiItown Malbay,,,no data
Stroove,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-donegal/stroove.htm,Dunagree Point,Sandy,Yes,Swimming/bathing,Shop,Greencastle,,,no data
The Warren,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/the-warren.htm,Rosscarbery / Cregane Strand,Sandy,Yes,"Good fishing
Swimming/bathing
Surfing","Cafe/restaurant
Toilets",Rosscarbery,,,no data
Trá an Dóilín,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/tra-and-oil-in.htm,Coral Strand,Sandy,Yes,Swimming/bathing,Pub nearby,Carraroe,,,no data
Tragumna,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/tragumna.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Pub nearby,Skibbereen,,,no data
Tramore,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-waterford/tramore.htm,Sandy,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Swimming/bathing
Surfing",Promenade,Waterford,,,no data
Traught,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-galway/traught.htm,Tracht,Sand & shingle,Yes,Swimming/bathing,Town centre nearby,Kinvara,,,no data
White Strand (Cahersiveen),,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-kerry/white-strand-caherciveen.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Shop,Cahersiveen,,,no data
