Link text,URLs
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/schwa
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/cynic
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ie-vs-eg
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/our-dictionary-through-time
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/its-vs-its
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/healthy-vs-healthful
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/pictures-in-the-dictionary
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/i-vs-me
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/literally
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/mispronunciations-that-may-be-fine
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-a-word-gets-into-the-dictionary
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/new-dictionary-words-for-2011
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/drive-safe-in-praise-of-flat-adverbs
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/soop-vs-soup
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/hopefully
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ending-a-sentence-with-a-preposition
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/who-vs-whom
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/michael-jackson
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/affect-vs-effect
See All Videos,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/see-all
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
“In Vino Veritas” and Other Latin Phrases to Live By,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
Top 10 Latin Phrases,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
10 Words for Uncommon Colors,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
"Color names taken from paintings, flowers, fleas ...",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
Word Well Used: 'Recontextualize',https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
Vocab + Margaritas ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
A Thoughtful Guide to Words About Nonsense,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
"Buffoonery, Codswallop & More",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
Name that Thing: Summery Foods,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
A seasonal quiz of hot weather eats,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
August 2021 Words of the Day Quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
How many do you remember?,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
How Strong Is Your Vocabulary?,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
Test your vocabulary with our 10-question quiz!,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Word Winder's CrossWinder,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
A game of winding words.,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Play the game,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Merriam Webster,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/
Browse the Dictionary:,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/a
a,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/a
b,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/b
c,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/c
d,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/d
e,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/e
f,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/f
g,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/g
h,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/h
i,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/i
j,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/j
k,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/k
l,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/l
m,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/m
n,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/n
o,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/o
p,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/p
q,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/q
r,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/r
s,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/s
t,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/t
u,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/u
v,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/v
w,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/w
x,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/x
y,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/y
z,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/z
0-9,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/0
Home ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/
Help ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/help
Apps ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/apps
About Us ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/about-us
Advertising Info ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/advertising
Contact Us ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/contact-us
Videos ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video
Word of the Year ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-of-the-year
Puku ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/puku/about
Vocabulary Resources ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/vocabulary/see-all
Law Dictionary ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/legal
Medical Dictionary ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/medical
Privacy Policy ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/privacy-policy
Terms of Use ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/terms-of-use
Browse the Thesaurus ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/thesaurus/a
Browse the Medical Dictionary,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/medical/a
Browse the Legal Dictionary,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/legal/a
'Nip it in the butt' or 'Nip it in the bud'?,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-video
"

",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/settings
GAMES & QUIZZES,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games
THESAURUS,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/thesaurus
WORD OF THE DAY,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-of-the-day
FEATURES,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play
Buying Guide ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/theusage
LOG IN,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/login
REGISTER,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/register
"



",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/settings
settings,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/settings
log out,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/logout
"
MY WORDSMY WORDS
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/saved-words
"
view recents
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/recents
"
Log in
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/login
"
Sign Up
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/register
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/settings
Games & Quizzes,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games
Thesaurus,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/thesaurus
Word of the Day,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-of-the-day
Features,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play
Buying Guide ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/theusage
"



My WordsMy Words
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/saved-words
"



                  View Recents
              ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/recents
"



              Account
              ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/settings
"
Log Out
",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/logout
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/nip-it-in-the-butt-bud-eggcorn-video
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/everyday-vs-every-day-difference
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/what-is-semantic-bleaching
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/why-is-d-in-fridge-but-not-refrigerator
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/intensive-intents-and-purposes-eggcorn-video
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/one-in-the-same-one-and-the-same-eggcorn-video
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/is-it-all-over-sudden-or-all-of-a-sudden-video
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/what-is-an-eggcorn-video
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-to-spell-definitely
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/why-is-there-a-c-in-indict
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/why-did-yankee-doodle-call-a-feather-macaroni
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-to-remember-affect-and-effect
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-do-you-pronounce-groceries
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/video-word-of-day-disingenuous-04-29-2020
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2019-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/hanger-or-hangar-difference
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/nuclear-vs-nucular-pronunciation
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/contractions-with-more-than-two-or-three-words-triple-contractions
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/uncommon-and-surprising-onomatopoeia-words
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/body-parts-that-are-also-verbs-head-shoulder-muscle
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ismo-comedy-trunk-boot-booty
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ismo-comedy-tipping-tip
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ismo-comedy-one-won
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2018-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-do-you-pronounce-vase
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ghost-word
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2017-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/words-from-the-norman-invasion
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/serial-comma
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2016-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/hot-mess
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/malaprop
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/alright-vs-all-right
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/backward-index
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/is-none-singular-or-plural
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/there-theyre-their
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/the-awkward-case-of-his-or-her
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/sneaked-vs-snuck
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2015-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-to-read-a-french-menu
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/further-vs-farther
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/lay-vs-lie
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/is-it-attorney-generals-or-attorneys-general
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/fun-funner-funnest
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/2014-word-of-the-year-behind-the-scenes
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/websters-dictionary-of-1864
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/old-school-grammar
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/schwa
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/cynic
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ie-vs-eg
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/our-dictionary-through-time
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/its-vs-its
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/healthy-vs-healthful
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/pictures-in-the-dictionary
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/i-vs-me
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/literally
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/mispronunciations-that-may-be-fine
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/how-a-word-gets-into-the-dictionary
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/new-dictionary-words-for-2011
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/drive-safe-in-praise-of-flat-adverbs
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/soop-vs-soup
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/hopefully
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/ending-a-sentence-with-a-preposition
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/who-vs-whom
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/michael-jackson
"
play
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/affect-vs-effect
See All Videos,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/video/see-all
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
“In Vino Veritas” and Other Latin Phrases to Live By,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
Top 10 Latin Phrases,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-latin-words-to-live-by
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
10 Words for Uncommon Colors,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
"Color names taken from paintings, flowers, fleas ...",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-for-unusual-colors
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
Word Well Used: 'Recontextualize',https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
Vocab + Margaritas ,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/word-well-used-recontextualize-jaya-saxena
"
 ",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
A Thoughtful Guide to Words About Nonsense,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
"Buffoonery, Codswallop & More",https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/words-at-play/top-10-words-about-nonsense
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
Name that Thing: Summery Foods,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
A seasonal quiz of hot weather eats,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/ntt-summer-foods-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
August 2021 Words of the Day Quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
How many do you remember?,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/august-2021-wod-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
How Strong Is Your Vocabulary?,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
Test your vocabulary with our 10-question quiz!,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
Take the quiz,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/vocabulary-quiz
,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Word Winder's CrossWinder,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
A game of winding words.,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Play the game,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/word-games/word-winder
Merriam Webster,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/
Browse the Dictionary:,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/a
a,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/a
b,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/b
c,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/c
d,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/d
e,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/e
f,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/f
g,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/g
h,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/h
i,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/i
j,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/j
k,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/k
l,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/l
m,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/m
n,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/n
o,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/o
p,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/p
q,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/q
r,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/r
s,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/s
t,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/t
u,https://www.merriam-webster.com/video/nip-it-in-the-butt-bud-eggcorn-vide/browse/dictionary/u
