name,id,depth,download_timeout,download_slot,download_latency
"Mystery, Thriller & Suspense",8624166011,4,180,www.browsenodes.com,0.016998768
Grandparenting,157597011,5,180,www.browsenodes.com,0.623000383
Literature & Fiction,8624165011,4,180,www.browsenodes.com,0.024000883
LGBT,8624161011,4,180,www.browsenodes.com,0.022000074
Humor & Entertainment,8624164011,4,180,www.browsenodes.com,0.025999784
History,8624163011,4,180,www.browsenodes.com,0.01900363
"Health, Fitness & Dieting",8624162011,4,180,www.browsenodes.com,0.025001287
Education & Reference,8624160011,4,180,www.browsenodes.com,0.022000074
"Cookbooks, Food & Wine",8624158011,4,180,www.browsenodes.com,0.015000343
Computers & Technology,8624157011,4,180,www.browsenodes.com,0.016000032
"Crafts, Hobbies & Home",8624159011,4,180,www.browsenodes.com,0.015999556
Comics & Graphic Novels,8624156011,4,180,www.browsenodes.com,0.015000105
Business & Money,8624154011,4,180,www.browsenodes.com,0.017999887
Biographies & Memoirs,8624153011,4,180,www.browsenodes.com,0.018002272
Arts & Photography,8624152011,4,180,www.browsenodes.com,0.016005278
Survival Stories,15248999011,6,180,www.browsenodes.com,0.017000675
Pirates,15248998011,6,180,www.browsenodes.com,0.017000437
Art,15249002011,6,180,www.browsenodes.com,0.018007755
Romance,8624145011,4,180,www.browsenodes.com,0.691981077
"Mystery, Thriller & Suspense",17403650011,3,180,www.browsenodes.com,0.025999784
Literature & Fiction,17403648011,3,180,www.browsenodes.com,0.00999999
"Lesbian, Gay, Bisexual & Transgender",17403647011,3,180,www.browsenodes.com,0.016999722
Relations,157477011,6,180,www.browsenodes.com,0.671010971
Humor & Entertainment,17403645011,3,180,www.browsenodes.com,0.008999825
History,17403644011,3,180,www.browsenodes.com,0.013002396
"Health, Fitness & Dieting",17403643011,3,180,www.browsenodes.com,0.029000759
Business & Money,17403635011,3,180,www.browsenodes.com,0.028997898
Biographies & Memoirs,17403634011,3,180,www.browsenodes.com,0.028987169
Arts & Photography,17403633011,3,180,www.browsenodes.com,0.029000044
Amazon Original Stories,17506527011,3,180,www.browsenodes.com,0.013999701
Social Policy,157427011,6,180,www.browsenodes.com,0.674003839
Women in History,10704244011,4,180,www.browsenodes.com,0.013000011
Education & Reference,8624135011,4,180,www.browsenodes.com,0.670015574
Comics & Graphic Novels,8624131011,4,180,www.browsenodes.com,0.706032515
Maritime History & Piracy,11650869011,4,180,www.browsenodes.com,0.128030777
Interactive Adventures,15248997011,6,180,www.browsenodes.com,0.636030912
Food & Cooking,156188011,4,180,www.browsenodes.com,0.123966932
Manga,6391521011,5,180,www.browsenodes.com,0.063999653
Reference,156416011,5,180,www.browsenodes.com,0.065002441
Race & Ethnicity,10704243011,5,180,www.browsenodes.com,0.036000252
Malayalam,15459765011,5,180,www.browsenodes.com,0.038012266
Reference,8407547011,5,180,www.browsenodes.com,0.040000439
Travel,8407554011,5,180,www.browsenodes.com,0.030003309
Teen & Young Adult,8407529011,5,180,www.browsenodes.com,0.028994799
Canada,10704225011,5,180,www.browsenodes.com,0.019006729
World War I,156677011,5,180,www.browsenodes.com,0.022998333
Uniforms,156667011,5,180,www.browsenodes.com,0.023999214
Pictorials,156665011,5,180,www.browsenodes.com,0.016031027
Military Science,156657011,5,180,www.browsenodes.com,0.018000126
Intelligence & Espionage,156661011,5,180,www.browsenodes.com,0.01300168
Chinese (Traditional),18327575011,4,180,www.browsenodes.com,0.590999126
Theater & Musicals,15249010011,7,180,www.browsenodes.com,0.009977579
Strategy,156666011,5,180,www.browsenodes.com,0.533221245
Study & Teaching,156652011,5,180,www.browsenodes.com,0.009097815
Reference,157547011,5,180,www.browsenodes.com,0.009027481
Nuclear,156676011,6,180,www.browsenodes.com,0.008998156
Conventional,156675011,6,180,www.browsenodes.com,0.009999037
World War II,156678011,5,180,www.browsenodes.com,0.597397327
Regiments,10704227011,5,180,www.browsenodes.com,0.575875521
Biological & Chemical,156674011,6,180,www.browsenodes.com,0.014433384
Railroads,157544011,5,180,www.browsenodes.com,0.014451265
Special Forces,10704228011,5,180,www.browsenodes.com,0.592862844
Mass Transit,157543011,5,180,www.browsenodes.com,0.015999317
World War I,10332435011,6,180,www.browsenodes.com,0.013007879
Vietnam War,10332434011,6,180,www.browsenodes.com,0.016001225
Cold War,10332432011,6,180,www.browsenodes.com,0.016003132
American Revolution,10332426011,6,180,www.browsenodes.com,0.018014669
Vietnam War,156672011,6,180,www.browsenodes.com,0.014006853
Persian Gulf War,156670011,6,180,www.browsenodes.com,0.018000841
Napoleonic Wars,156663011,6,180,www.browsenodes.com,0.01701498
Naval,156664011,5,180,www.browsenodes.com,0.647938251
Iraq War,6361599011,6,180,www.browsenodes.com,0.018967152
Afghan War,6361598011,6,180,www.browsenodes.com,0.016996861
Teen & Young Adult,9938710011,5,180,www.browsenodes.com,0.01599288
Study Aids & Revision Guides,9938709011,5,180,www.browsenodes.com,0.01400423
Sports,9938708011,5,180,www.browsenodes.com,0.014968872
Repair & Maintenance,157553011,6,180,www.browsenodes.com,0.010000706
Pictorial,157552011,6,180,www.browsenodes.com,0.008009672
History,157551011,6,180,www.browsenodes.com,0.011998177
TV & Radio,15249009011,7,180,www.browsenodes.com,0.749716043
Society & Social Sciences,9938707011,5,180,www.browsenodes.com,0.011117458
Sciences & Technology,9938706011,5,180,www.browsenodes.com,0.008167982
Romance,9938705011,5,180,www.browsenodes.com,0.008918524
Religion,9938704011,5,180,www.browsenodes.com,0.00901103
Navy,10332431011,7,180,www.browsenodes.com,0.008727551
Afghan War,10332423011,7,180,www.browsenodes.com,0.009847641
Music,15249008011,7,180,www.browsenodes.com,0.785502911
Marines,10332430011,7,180,www.browsenodes.com,0.013970375
Army,10332429011,7,180,www.browsenodes.com,0.015002489
Air Force,10332428011,7,180,www.browsenodes.com,0.01215148
Reference,9938703011,5,180,www.browsenodes.com,0.01512146
Politics,9938702011,5,180,www.browsenodes.com,0.012532949
Personal Development & Self-Help,9938701011,5,180,www.browsenodes.com,0.012540817
Medicine,9938700011,5,180,www.browsenodes.com,0.01500392
Literature & Fiction,9938699011,5,180,www.browsenodes.com,0.013996124
"Language, Linguistics & Writing",9938697011,5,180,www.browsenodes.com,0.012024164
Humor,9938696011,5,180,www.browsenodes.com,0.009980679
History,9938695011,5,180,www.browsenodes.com,0.021023273
Historical Fiction,9938694011,5,180,www.browsenodes.com,0.01096797
Health & Family,9938693011,5,180,www.browsenodes.com,0.012005091
World War II,10332436011,6,180,www.browsenodes.com,0.618309498
Erotica,9938690011,5,180,www.browsenodes.com,0.01202035
American Civil War,10332425011,6,180,www.browsenodes.com,0.616323948
"Crafts, Home & Lifestyle",9938688011,5,180,www.browsenodes.com,0.010015726
"Computing, Internet & Digital Media",9938687011,5,180,www.browsenodes.com,0.009139299
Korean War,156662011,6,180,www.browsenodes.com,0.602493763
Comics & Manga,9938686011,5,180,www.browsenodes.com,0.009997606
Travel,9938711011,5,180,www.browsenodes.com,0.584517002
Veterans,156671011,6,180,www.browsenodes.com,0.012999058
Children's eBooks,9938685011,5,180,www.browsenodes.com,0.015002966
Business & Economics,9938684011,5,180,www.browsenodes.com,0.017000914
"Biographies, Diaries & True Accounts",9938683011,5,180,www.browsenodes.com,0.011998653
"Arts, Film & Photography",9938682011,5,180,www.browsenodes.com,0.013999939
Action & Adventure,9938681011,5,180,www.browsenodes.com,0.012996912
Teen Health,11717493011,4,180,www.browsenodes.com,0.009999275
Sports Health & Safety,11717492011,4,180,www.browsenodes.com,0.01499939
Sex,156575011,4,180,www.browsenodes.com,0.017000675
Safety & First Aid,156562011,4,180,www.browsenodes.com,0.019996643
Reference,156555011,4,180,www.browsenodes.com,0.020000935
Boat Building,157549011,6,180,www.browsenodes.com,0.609519958
Death & Grief,156448011,4,180,www.browsenodes.com,0.025000334
United Kingdom,154782011,5,180,www.browsenodes.com,0.035000324
Middle East,10332421011,5,180,www.browsenodes.com,0.031997442
Latin America,10332420011,5,180,www.browsenodes.com,0.033996105
Canada,10332410011,5,180,www.browsenodes.com,0.057013988
Asia,10332409011,5,180,www.browsenodes.com,0.057995558
Women,10704213011,7,180,www.browsenodes.com,0.065999985
Regimental Histories,10704212011,7,180,www.browsenodes.com,0.071000099
Repair & Maintenance,157541011,6,180,www.browsenodes.com,0.069013119
Piloting & Flight Instruction,157540011,6,180,www.browsenodes.com,0.066001892
Law,9938698011,5,180,www.browsenodes.com,0.648250818
Mate Seeking,156561011,5,180,www.browsenodes.com,0.059019327
Iraq War,10332424011,7,180,www.browsenodes.com,0.73574543
Vitamins & Supplements,156500011,5,180,www.browsenodes.com,0.045000076
Macrobiotics,156499011,5,180,www.browsenodes.com,0.026998281
Eye Problems,156468011,5,180,www.browsenodes.com,0.026001453
Creativity & Genius,156524011,5,180,www.browsenodes.com,0.022003889
Testing & Measurement,156547011,5,180,www.browsenodes.com,0.01800108
Suicide,156546011,5,180,www.browsenodes.com,0.023997545
Spain & Portugal,10332419011,6,180,www.browsenodes.com,0.025998116
"Fantasy, Horror & Science Fiction",9938691011,5,180,www.browsenodes.com,0.645225048
Russia,10332418011,6,180,www.browsenodes.com,0.02900362
Italy & Rome,10332417011,6,180,www.browsenodes.com,0.025002241
Ireland,10332416011,6,180,www.browsenodes.com,0.024000645
Greece,10332415011,6,180,www.browsenodes.com,0.02498126
Germany,10332414011,6,180,www.browsenodes.com,0.022999287
Statistics,156545011,5,180,www.browsenodes.com,0.021001577
Social Psychology & Interactions,156544011,5,180,www.browsenodes.com,0.019001007
"Crime, Thriller & Mystery",9938689011,5,180,www.browsenodes.com,0.574251175
Research,156542011,5,180,www.browsenodes.com,0.022993326
"Psychotherapy, TA & NLP",156540011,5,180,www.browsenodes.com,0.021000147
Psychopharmacology,156539011,5,180,www.browsenodes.com,0.022999763
Psychoanalysis,156538011,5,180,www.browsenodes.com,0.021999836
Presidents,10332440011,6,180,www.browsenodes.com,0.018998623
Twelve-Step Programs,156554011,5,180,www.browsenodes.com,0.023000956
Substance Abuse,156553011,5,180,www.browsenodes.com,0.017999887
Obsessive Compulsive Disorder (OCD),11717489011,5,180,www.browsenodes.com,0.014998674
Hoarding,11717488011,5,180,www.browsenodes.com,0.011000395
Gambling,11717487011,5,180,www.browsenodes.com,0.014002323
Drug Dependency,156551011,5,180,www.browsenodes.com,0.016995907
Lifespan Development,11717463011,6,180,www.browsenodes.com,0.00800848
Adulthood & Aging,11717462011,6,180,www.browsenodes.com,0.010000229
Alcoholism,156550011,5,180,www.browsenodes.com,0.018019676
Adult Children of Alcoholics,156549011,5,180,www.browsenodes.com,0.015002012
Physiological Aspects,156537011,5,180,www.browsenodes.com,0.013998985
Personality,156536011,5,180,www.browsenodes.com,0.013020754
Occupational & Organizational,156534011,5,180,www.browsenodes.com,0.011997223
Neuropsychology,156533011,5,180,www.browsenodes.com,0.013003826
Medicine & Psychology,11717467011,5,180,www.browsenodes.com,0.016000509
Hypnosis,156531011,5,180,www.browsenodes.com,0.021018505
Human Sexuality,156543011,5,180,www.browsenodes.com,0.017986298
Grief & Loss,11717465011,5,180,www.browsenodes.com,0.011002302
Group Therapy,11717466011,5,180,www.browsenodes.com,0.033998251
Forensic Psychology,156528011,5,180,www.browsenodes.com,0.015000105
Experimental Psychology,156527011,5,180,www.browsenodes.com,0.013002157
Ethnopsychology,11717464011,5,180,www.browsenodes.com,0.012002468
Skin Ailments,156480011,5,180,www.browsenodes.com,0.018002033
Respiratory,156479011,5,180,www.browsenodes.com,0.015996933
Vitamins,156442011,5,180,www.browsenodes.com,0.044000387
Meditation,156440011,5,180,www.browsenodes.com,0.030962706
Practice Management,11717486011,5,180,www.browsenodes.com,0.573979139
Massage,156439011,5,180,www.browsenodes.com,0.00883007
History,156694011,6,180,www.browsenodes.com,0.754347563
Personality Disorders,11717484011,6,180,www.browsenodes.com,0.011008978
Sexual Abuse,156496011,6,180,www.browsenodes.com,0.010981798
Transpersonal,11717475011,6,180,www.browsenodes.com,0.020969629
Jungian,11717474011,6,180,www.browsenodes.com,0.011996269
Tobacco,11717491011,5,180,www.browsenodes.com,0.609331131
Gestalt,11717472011,6,180,www.browsenodes.com,0.009097099
Humanistic,11717473011,6,180,www.browsenodes.com,0.01407361
Sexual Addiction,11717490011,5,180,www.browsenodes.com,0.605420828
Existential,11717470011,6,180,www.browsenodes.com,0.01599884
Cognitive Behavioral Therapy,11717469011,6,180,www.browsenodes.com,0.017001152
France,10332412011,6,180,www.browsenodes.com,0.70840764
Weight Loss,156456011,6,180,www.browsenodes.com,0.013002396
Food Allergies,6361585011,6,180,www.browsenodes.com,0.012024641
Weight Watchers,11717373011,6,180,www.browsenodes.com,0.016999483
Reference,156541011,5,180,www.browsenodes.com,0.707407236
Weight Maintenance,156457011,6,180,www.browsenodes.com,0.019995928
Vegan,11717371011,6,180,www.browsenodes.com,0.016965628
Paleo,11717369011,6,180,www.browsenodes.com,0.013040304
Low Carb,11717368011,6,180,www.browsenodes.com,0.009001493
Low Fat,156455011,6,180,www.browsenodes.com,0.020013332
Ketogenic,15280093011,6,180,www.browsenodes.com,0.015001297
Healthy,156454011,6,180,www.browsenodes.com,0.016999722
Gluten Free,11717366011,6,180,www.browsenodes.com,0.02201128
Blood Type Diets,11717365011,6,180,www.browsenodes.com,0.025002003
Atkins Diet,11717364011,6,180,www.browsenodes.com,0.022998333
Diabetes,156259011,6,180,www.browsenodes.com,0.02895999
Mood Disorders,156495011,6,180,www.browsenodes.com,0.022008657
Mental Illness,156532011,6,180,www.browsenodes.com,0.0220294
Emotions,156493011,6,180,www.browsenodes.com,0.024999857
Eating Disorders,156492011,6,180,www.browsenodes.com,0.025000095
Dreams,156491011,6,180,www.browsenodes.com,0.024967432
Depression,156490011,6,180,www.browsenodes.com,0.022997379
Compulsive Behavior,156489011,6,180,www.browsenodes.com,0.025000334
Codependency,156488011,6,180,www.browsenodes.com,0.024997473
Education & Training,156526011,5,180,www.browsenodes.com,0.560405493
Behaviour,11717430011,6,180,www.browsenodes.com,0.026996851
Dissociative Identity,11717482011,6,180,www.browsenodes.com,0.027000904
Bipolar Disorder,11717431011,6,180,www.browsenodes.com,0.044000149
Autism,11717479011,6,180,www.browsenodes.com,0.036001205
Attention-Deficit Disorder,11717478011,6,180,www.browsenodes.com,0.02499938
Anxieties & Phobias,11717477011,6,180,www.browsenodes.com,0.024984598
Hypnotherapy,11717360011,5,180,www.browsenodes.com,0.023002148
Homeopathy,156438011,5,180,www.browsenodes.com,0.023031712
Holistic,156437011,5,180,www.browsenodes.com,0.025001287
Herbal Remedies,156436011,5,180,www.browsenodes.com,0.025001764
Healing,156435011,5,180,www.browsenodes.com,0.026002884
Energy Healing,11717359011,5,180,www.browsenodes.com,0.025000334
Aromatherapy,156433011,5,180,www.browsenodes.com,0.027034521
Alternative Therapies,11717358011,5,180,www.browsenodes.com,0.027020693
Acupuncture & Acupressure,156432011,5,180,www.browsenodes.com,0.029031038
Skin Care,156447011,5,180,www.browsenodes.com,0.027001381
Cosmetics,156444011,5,180,www.browsenodes.com,0.027000189
Cognitive Neuroscience & Cognitive Neuropsychology,11717461011,5,180,www.browsenodes.com,0.017967701
Food Counters,156458011,5,180,www.browsenodes.com,0.563407898
Applied Psychology,156514011,5,180,www.browsenodes.com,0.016996622
Adolescent Psychology,156513011,5,180,www.browsenodes.com,0.016012669
Reference,11717406011,5,180,www.browsenodes.com,0.016004324
Pain Management,156477011,5,180,www.browsenodes.com,0.012000322
Osteoporosis,11717404011,5,180,www.browsenodes.com,0.010002136
Organ Transplants,11717403011,5,180,www.browsenodes.com,0.026965857
Nervous System,156476011,5,180,www.browsenodes.com,0.019999027
Musculoskeletal Diseases,156475011,5,180,www.browsenodes.com,0.029981613
Multiple Sclerosis,11717402011,5,180,www.browsenodes.com,0.012972116
Irritable Bowel Syndrome,11717400011,5,180,www.browsenodes.com,0.025000572
Schizophrenia,11717485011,6,180,www.browsenodes.com,0.673596144
Immune Systems,156474011,5,180,www.browsenodes.com,0.012001276
Hepatitis,11717398011,5,180,www.browsenodes.com,0.012999773
Heart Disease,156473011,5,180,www.browsenodes.com,0.012999773
Hearing Problems,156472011,5,180,www.browsenodes.com,0.01199913
Genitourinary & STDs,156471011,5,180,www.browsenodes.com,0.013998985
Genetic,156470011,5,180,www.browsenodes.com,0.013995647
Psychology,156517011,6,180,www.browsenodes.com,0.020003796
Development,156516011,6,180,www.browsenodes.com,0.01800251
Vegetarian,11717372011,6,180,www.browsenodes.com,0.607144117
Contagious Diseases,11717392011,5,180,www.browsenodes.com,0.013002396
Low Cholesterol,11717375011,6,180,www.browsenodes.com,0.68811965
Chronic Pain,11717391011,5,180,www.browsenodes.com,0.04102993
Chronic Fatigue Syndrome,11717390011,5,180,www.browsenodes.com,0.020016432
Alzheimer's Disease,11717376011,5,180,www.browsenodes.com,0.015012026
Allergies,156465011,5,180,www.browsenodes.com,0.011000633
AIDS,156464011,5,180,www.browsenodes.com,0.010000706
Weight Training,11717429011,5,180,www.browsenodes.com,0.012014627
Walking,11717428011,5,180,www.browsenodes.com,0.009068251
Hair,156446011,5,180,www.browsenodes.com,0.604888439
Pregnancy,11717423011,5,180,www.browsenodes.com,0.012005568
Pilates,11717422011,5,180,www.browsenodes.com,0.008994579
Injuries & Rehabilitation,11717421011,5,180,www.browsenodes.com,0.01098156
For Children,11717418011,5,180,www.browsenodes.com,0.008966923
Clinical Psychology,156518011,5,180,www.browsenodes.com,0.61286211
Aerobics,156482011,5,180,www.browsenodes.com,0.016026497
Ab Workouts,11717417011,5,180,www.browsenodes.com,0.015046358
Food Allergies,11717441011,5,180,www.browsenodes.com,0.018000364
Antioxidants & Phytochemicals,11717434011,5,180,www.browsenodes.com,0.011995792
Prostate Disease,11717387011,6,180,www.browsenodes.com,0.015999079
Colorectal Cancer,11717382011,6,180,www.browsenodes.com,0.010017872
Lung Cancer,11717385011,6,180,www.browsenodes.com,0.025965452
Breast Cancer,11717381011,6,180,www.browsenodes.com,0.022002935
Work-Related Health,11717460011,5,180,www.browsenodes.com,0.010000467
Oral Health,11717458011,5,180,www.browsenodes.com,0.017971754
Healthy Living,156504011,5,180,www.browsenodes.com,0.020997286
Children's Health,11717443011,5,180,www.browsenodes.com,0.020023584
Aging,156502011,5,180,www.browsenodes.com,0.024038792
Physical Impairments,156478011,5,180,www.browsenodes.com,0.698860407
Interpersonal Relations,156558011,5,180,www.browsenodes.com,0.014997959
Commercial,157537011,6,180,www.browsenodes.com,0.014015913
Love & Romance,156559011,5,180,www.browsenodes.com,0.03896904
Confederacy,10704210011,7,180,www.browsenodes.com,0.014997005
Endocrine System,11717394011,5,180,www.browsenodes.com,0.524862766
Campaigns & Battlefields,10704205011,7,180,www.browsenodes.com,0.014000893
Couples & Family Therapy,156522011,6,180,www.browsenodes.com,0.018070221
Children,156521011,6,180,www.browsenodes.com,0.022973776
Adolescent,156520011,6,180,www.browsenodes.com,0.025997877
Abolition,10704204011,7,180,www.browsenodes.com,0.022962809
Africa,10332408011,5,180,www.browsenodes.com,0.01898694
Historiography,156649011,5,180,www.browsenodes.com,0.014003992
Essays,6361593011,5,180,www.browsenodes.com,0.012001753
Film,15249006011,7,180,www.browsenodes.com,0.01698041
Pregnancy & Childbirth,156509011,6,180,www.browsenodes.com,0.013029099
Menopause,156508011,6,180,www.browsenodes.com,0.014998198
Yoga,156485011,5,180,www.browsenodes.com,0.633864641
Prostate Health,11717454011,6,180,www.browsenodes.com,0.013032913
Hair Loss,11717453011,6,180,www.browsenodes.com,0.010995626
Aviation,156659011,5,180,www.browsenodes.com,0.007998466
Medieval,14530444011,5,180,www.browsenodes.com,0.014001608
Ancient,14530443011,5,180,www.browsenodes.com,0.014971733
Travel,17215858011,5,180,www.browsenodes.com,0.008940935
Teen & Young Adult,17215857011,5,180,www.browsenodes.com,0.01002574
Self-Help,17215855011,5,180,www.browsenodes.com,0.01099515
Abdominal,156463011,5,180,www.browsenodes.com,0.584733963
Science Fiction & Fantasy,17215854011,5,180,www.browsenodes.com,0.011030674
Romance,17215852011,5,180,www.browsenodes.com,0.012966394
Religion & Spirituality,17215851011,5,180,www.browsenodes.com,0.010209322
Quick Workouts,11717424011,5,180,www.browsenodes.com,0.626605511
Politics & Social Sciences,17215849011,5,180,www.browsenodes.com,0.016008854
Leukemia,11717384011,6,180,www.browsenodes.com,0.601995707
21st Century,156685011,5,180,www.browsenodes.com,0.012012243
20th Century,156684011,5,180,www.browsenodes.com,0.009998322
19th Century,156683011,5,180,www.browsenodes.com,0.008761168
18th Century,156682011,5,180,www.browsenodes.com,0.00799942
17th Century,156681011,5,180,www.browsenodes.com,0.009016037
Marriage & Long-Term Relationships,156560011,5,180,www.browsenodes.com,0.593762636
Travel,8407644011,5,180,www.browsenodes.com,0.009998798
Study Aids & Revision Guides,8407643011,5,180,www.browsenodes.com,0.010026217
Sports,8407642011,5,180,www.browsenodes.com,0.011000633
Society & Social Sciences,8407641011,5,180,www.browsenodes.com,0.013451815
Sciences & Technology,8407640011,5,180,www.browsenodes.com,0.011493206
Romance,8407639011,5,180,www.browsenodes.com,0.010998249
Religion,8407638011,5,180,www.browsenodes.com,0.013998032
Reference,8407637011,5,180,www.browsenodes.com,0.011155844
Sexual Health & Impotence,11717455011,6,180,www.browsenodes.com,0.550860643
Dance,15249005011,7,180,www.browsenodes.com,0.570796251
Travel,8407492011,5,180,www.browsenodes.com,0.019991159
Study Aids & Revision Guides,8407491011,5,180,www.browsenodes.com,0.01400733
Teen & Young Adult,8407467011,5,180,www.browsenodes.com,0.01499033
Sciences & Technology,8407488011,5,180,www.browsenodes.com,0.013002634
Society & Social Sciences,8407489011,5,180,www.browsenodes.com,0.023031235
Religion,8407486011,5,180,www.browsenodes.com,0.012992382
Reference,8407485011,5,180,www.browsenodes.com,0.011025667
Reference,156650011,5,180,www.browsenodes.com,0.773863077
Science & Math,17215853011,5,180,www.browsenodes.com,0.606792688
Reference,17215850011,5,180,www.browsenodes.com,0.612800598
Study Aids & Revision Guides,8407460011,5,180,www.browsenodes.com,0.010009289
Sports,8407459011,5,180,www.browsenodes.com,0.008998632
Society & Social Sciences,8407458011,5,180,www.browsenodes.com,0.011007309
Sciences & Technology,8407457011,5,180,www.browsenodes.com,0.009988785
Parenting & Relationships,17215848011,5,180,www.browsenodes.com,0.594789982
Romance,8407456011,5,180,www.browsenodes.com,0.014002323
Reference,8407454011,5,180,www.browsenodes.com,0.010000706
Travel,8407523011,5,180,www.browsenodes.com,0.014004469
16th Century,6361600011,5,180,www.browsenodes.com,0.546041012
Romance,8407487011,5,180,www.browsenodes.com,0.538035154
Sports,8407490011,5,180,www.browsenodes.com,0.570052862
Sports,8407521011,5,180,www.browsenodes.com,0.014077902
Society & Social Sciences,8407520011,5,180,www.browsenodes.com,0.011079788
Sciences & Technology,8407519011,5,180,www.browsenodes.com,0.010781765
Politics,8407484011,5,180,www.browsenodes.com,0.628709793
Reference,8407516011,5,180,www.browsenodes.com,0.016002178
Protestantism,10704233011,6,180,www.browsenodes.com,0.012080669
Catholicism,10704232011,6,180,www.browsenodes.com,0.010000706
Politics,8407515011,5,180,www.browsenodes.com,0.008744478
Personal Development & Self-Help,8407514011,5,180,www.browsenodes.com,0.01101923
Medicine,8407513011,5,180,www.browsenodes.com,0.00997901
Teen & Young Adult,8407436011,5,180,www.browsenodes.com,0.600547791
Literature & Fiction,8407512011,5,180,www.browsenodes.com,0.01400733
Law,8407511011,5,180,www.browsenodes.com,0.009980202
"Language, Linguistics & Writing",8407510011,5,180,www.browsenodes.com,0.012960672
Travel,8407461011,5,180,www.browsenodes.com,0.648552179
Religion,8407455011,5,180,www.browsenodes.com,0.568546057
Humor,8407509011,5,180,www.browsenodes.com,0.015998363
Study Aids & Revision Guides,8407553011,5,180,www.browsenodes.com,0.014999628
Sports,8407552011,5,180,www.browsenodes.com,0.017033339
Society & Social Sciences,8407551011,5,180,www.browsenodes.com,0.017999172
Romance,8407549011,5,180,www.browsenodes.com,0.011964798
Religion,8407548011,5,180,www.browsenodes.com,0.010002136
Literature & Fiction,17215845011,5,180,www.browsenodes.com,0.011027813
Law,17215843011,5,180,www.browsenodes.com,0.012023449
Teen & Young Adult,8407498011,5,180,www.browsenodes.com,0.626552343
Engineering & Transportation,17215839011,5,180,www.browsenodes.com,0.01299715
Education & Teaching,17215838011,5,180,www.browsenodes.com,0.012979984
"Crafts, Hobbies & Home",17215837011,5,180,www.browsenodes.com,0.008969784
Study Aids & Revision Guides,8407522011,5,180,www.browsenodes.com,0.608545303
Computers & Technology,17215835011,5,180,www.browsenodes.com,0.010002851
Comics & Graphic Novels,17215834011,5,180,www.browsenodes.com,0.009996414
Children's eBooks,17215833011,5,180,www.browsenodes.com,0.012969971
Business & Money,17215832011,5,180,www.browsenodes.com,0.013996363
Biographies & Memoirs,17215831011,5,180,www.browsenodes.com,0.012011051
Arts & Photography,17215830011,5,180,www.browsenodes.com,0.010005951
Religion,8407517011,5,180,www.browsenodes.com,0.561615229
Romance,8407518011,5,180,www.browsenodes.com,0.581443071
Personal Development & Self-Help,8407635011,5,180,www.browsenodes.com,0.015996933
Medicine,8407634011,5,180,www.browsenodes.com,0.012973547
Law,8407632011,5,180,www.browsenodes.com,0.011998653
Literature & Fiction,8407633011,5,180,www.browsenodes.com,0.015005589
"Language, Linguistics & Writing",8407631011,5,180,www.browsenodes.com,0.016059875
History,8407629011,5,180,www.browsenodes.com,0.009045839
LGBT,8407505011,5,180,www.browsenodes.com,0.576935768
Health & Family,8407627011,5,180,www.browsenodes.com,0.011041403
"Fantasy, Horror & Science Fiction",8407625011,5,180,www.browsenodes.com,0.008956432
Sciences & Technology,8407550011,5,180,www.browsenodes.com,0.551990271
"Crime, Thriller & Mystery",8407623011,5,180,www.browsenodes.com,0.00900054
"Crafts, Home & Lifestyle",8407622011,5,180,www.browsenodes.com,0.009983063
"Computing, Internet & Digital Media",8407621011,5,180,www.browsenodes.com,0.009996653
Comics & Manga,8407620011,5,180,www.browsenodes.com,0.010021925
Children's eBooks,8407619011,5,180,www.browsenodes.com,0.010970592
Business & Economics,8407618011,5,180,www.browsenodes.com,0.008997679
"Biographies, Diaries & True Accounts",8407617011,5,180,www.browsenodes.com,0.008003712
"Arts, Film & Photography",8407616011,5,180,www.browsenodes.com,0.011001825
Action & Adventure,8407615011,5,180,www.browsenodes.com,0.010996342
Personal Development & Self-Help,8407483011,5,180,www.browsenodes.com,0.010998011
Medicine,8407482011,5,180,www.browsenodes.com,0.01398778
History,17215841011,5,180,www.browsenodes.com,0.634963036
Literature & Fiction,8407481011,5,180,www.browsenodes.com,0.014014006
LGBT,8407474011,5,180,www.browsenodes.com,0.016002893
"Health, Fitness & Dieting",17215840011,5,180,www.browsenodes.com,0.652959585
Law,8407480011,5,180,www.browsenodes.com,0.018037796
"Language, Linguistics & Writing",8407479011,5,180,www.browsenodes.com,0.019001484
Humor,8407478011,5,180,www.browsenodes.com,0.020996809
History,8407477011,5,180,www.browsenodes.com,0.017961979
Historical Fiction,8407476011,5,180,www.browsenodes.com,0.018026114
Health & Family,8407475011,5,180,www.browsenodes.com,0.015005112
"Fantasy, Horror & Science Fiction",8407473011,5,180,www.browsenodes.com,0.017029762
"Crime, Thriller & Mystery",8407471011,5,180,www.browsenodes.com,0.01702261
"Crafts, Home & Lifestyle",8407470011,5,180,www.browsenodes.com,0.019998789
"Computing, Internet & Digital Media",8407469011,5,180,www.browsenodes.com,0.019972801
Comics & Manga,8407468011,5,180,www.browsenodes.com,0.017999172
Children's eBooks,8407466011,5,180,www.browsenodes.com,0.015032291
Business & Economics,8407465011,5,180,www.browsenodes.com,0.016014576
"Biographies, Diaries & True Accounts",8407464011,5,180,www.browsenodes.com,0.017030716
"Arts, Film & Photography",8407463011,5,180,www.browsenodes.com,0.02103734
