name,address,town,district,city,state,postal code,telephone,email,remarks
New Mona Electricals,"46,Pana Udyan, Jhanda Chowk",Narela,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110040,9.19819E+11,atul102khatri@gmail.com,"46,Pana Udyan, Jhanda Chowk,Narela"
Parashar Electrical,"Shop No.110,Shiva Market,Pitampura",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.19899E+11,arun_1264@yahoo.com,"Shop No.110,Shiva Market,Pitampura,"
Parashar Electrical,"Shop No.110,Shiva Market,Pitampura",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.19899E+11,arun_1264@yahoo.com,"Shop No.110,Shiva Market,Pitampura,"
Parvesh Electricals,"A-251, Majlish Park",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110033,9.19812E+11,parveshelectricals@yahoo.com,"A-251, Majlish Park,"
Parvesh Electricals,"A-251, Majlish Park",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110033,9.19812E+11,parveshelectricals@yahoo.com,"A-251, Majlish Park,"
Sawan Electricals,"67, Shiva Market, Madhuban Chowk",Pitampura,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.19872E+11,sawanelectricals89@gmail.com,"67, Shiva Market, Madhuban Chowk,Pitampura"
Sawan Electricals,"67, Shiva Market, Madhuban Chowk",Pitampura,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.19872E+11,sawanelectricals89@gmail.com,"67, Shiva Market, Madhuban Chowk,Pitampura"
Shakti Electricals,"230 Pocket OO, Block B, Sector-1","Rohini, Avantika",NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9.19013E+11,shaktielectricals96@gmail.com,"230 Pocket OO, Block B, Sector-1,Rohini, Avantika"
Shakti Electricals,"230 Pocket OO, Block B, Sector-1","Rohini, Avantika",NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9.19013E+11,shaktielectricals96@gmail.com,"230 Pocket OO, Block B, Sector-1,Rohini, Avantika"
Shree Paras Electricals,"Gr. Floor, A-76, Prashant Vihar,",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9810807344,shriparas2003@gmail.com,"Gr. Floor, A-76, Prashant Vihar,,"
Shree Paras Electricals,"Gr. Floor, A-76, Prashant Vihar,",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9810807344,shriparas2003@gmail.com,"Gr. Floor, A-76, Prashant Vihar,,"
Singhal Electricals,"Shop No 22, Sukhlal Market,Opposite Shiva Market",Pitampura,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.1981E+11,singhalelectricals1@gmail.com,"Shop No 22, Sukhlal Market,Opposite Shiva Market,Pitampura"
Singhal Electricals,"Shop No 22, Sukhlal Market,Opposite Shiva Market",Pitampura,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.1981E+11,singhalelectricals1@gmail.com,"Shop No 22, Sukhlal Market,Opposite Shiva Market,Pitampura"
Sri Ganesh Electrical,"A-8, Krishan Vihar,Main Kanjhawal Rd.",Budh Vihar,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110086,9.19811E+11,sge.tarsemgarg@gmail.com,"A-8, Krishan Vihar,Main Kanjhawal Rd.,Budh Vihar"
Sri Ganesh Electrical,"A-8, Krishan Vihar,Main Kanjhawal Rd.",Budh Vihar,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110086,9.19811E+11,sge.tarsemgarg@gmail.com,"A-8, Krishan Vihar,Main Kanjhawal Rd.,Budh Vihar"
Moksh Trading Co.,"Shop No.146-147, Shiva Market",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9.18801E+11,mokshtradingco@gmail.com,"Shop No.146-147, Shiva Market,"
New World International,"1st Floor, Plot No 41/ J, Block C",Wazirpur Industrial Area,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110052,9873043888,Rjalan76@gmail.com,"1st Floor, Plot No 41/ J, Block C,Wazirpur Industrial Area"
Mahesh Traders,"Shop No. 42, Shiva Market, Pitam Pura",,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110034,9.199E+11,mahesh_traders34@yahoo.com,"Shop No. 42, Shiva Market, Pitam Pura,"
Kishore Light And Electricals,"2360-T7, Bawana Road",Narela,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110040,9.19811E+11,girirajkishoreg@gmail.com,"2360-T7, Bawana Road,Narela"
Nand Ganesh Enterprises,"Ground Floor, Khasra No.1122","Thakur Kirti SinghComplex,VillageRithala",NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110085,9.19812E+11,nandganesh19@gmail.com,"Ground Floor, Khasra No.1122,Thakur Kirti SinghComplex,VillageRithala"
Synergy Lighting Solutions,"Khasra No. 377, Near HMR College",Village Hamidpur,NORTH WEST DELHI,NORTH WEST DELHI-DL,DELHI,110036,9717284384,Synergylightingsolutions@gmail.com,"Khasra No. 377, Near HMR College,Village Hamidpur"
Diya Electricals,"Sy No.177, Site No.A8, Vani Layout,Jigla Cross, Opp St Domic","School,AttibeleTown,AttibeleHobli,Anekal",BANGALORE,ANEKAL-KA,KARNATAKA,562107,9.19525E+11,diyaelectricalsbng@gmail.com,"Sy No.177, Site No.A8, Vani Layout,Jigla Cross, Opp St Domic,School,AttibeleTown,AttibeleHobli,Anekal"
Hira Electricals,"No 1, Sy No. 91/1, Chandapura Village,","attibele Hobli, Anekal Taluk,",BANGALORE,ANEKAL-KA,KARNATAKA,560081,9.19448E+11,hiraelectricals44083@gmail.com,"No 1, Sy No. 91/1, Chandapura Village,,attibele Hobli, Anekal Taluk,"
Hira Electricals,"No 1, Sy No. 91/1, Chandapura Village,","attibele Hobli, Anekal Taluk,",BANGALORE,ANEKAL-KA,KARNATAKA,560081,9.19448E+11,hiraelectricals44083@gmail.com,"No 1, Sy No. 91/1, Chandapura Village,,attibele Hobli, Anekal Taluk,"
Shri Lakshmi Enterprises,"K No-65/481,N R Extension",Newpet Anekal Town,BANGALORE,ANEKAL-KA,KARNATAKA,562106,9.19901E+11,enterprisesshrilakshmi@gmail.com,"K No-65/481,N R Extension,Newpet Anekal Town"
Ajay Enterprises,"A-4,Devi Complex, Station Road",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19425E+11,enterprisesajay@yahoo.co.in,"A-4,Devi Complex, Station Road,"
Ajay Enterprises,"A-4,Devi Complex, Station Road",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19425E+11,enterprisesajay@yahoo.co.in,"A-4,Devi Complex, Station Road,"
Anand Electricals,"37/213,Jawahar Lal Nehru Ward","Nr.Ismal Brothers,Mangqada Para",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19826E+11,dinesh.chhabra63@gmail.com,"37/213,Jawahar Lal Nehru Ward,Nr.Ismal Brothers,Mangqada Para"
Ankit Marketing,M.G. Road,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19977E+11,ankitmarketing@gmail.com,"M.G. Road,"
Ankit Marketing,M.G. Road,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19977E+11,ankitmarketing@gmail.com,"M.G. Road,"
Asian  Electricals,M.G.Road,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,asianelec@rediffmail.com,"M.G.Road,"
Asian  Electricals,M.G.Road,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,asianelec@rediffmail.com,"M.G.Road,"
Asha Electricals,"Near Meera Laudge, M G Road,",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,Ashaelectricals@Rocketmail.Com,"Near Meera Laudge, M G Road,,"
Express Tradecom Pvt. Ltd.,"Mehboob Plaza, Ever Green Chowk",Shastri Bazar,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19329E+11,sales@etplraipur.in,"Mehboob Plaza, Ever Green Chowk,Shastri Bazar"
R D Sons,"Near Dena Bank,  Jawahar Nagar",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19893E+11,rdson@rediffmail.com,
Deepak Elecricals,"Shop No. 15/137, Near Paramhans Mandir","Kirodimal Dharmshala, Jawahar Ngr",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.1933E+11,deepakelectricals03@gmail.com,"Shop No. 15/137, Near Paramhans Mandir,Kirodimal Dharmshala, Jawahar Ngr"
Deepak Elecricals,"Shop No. 15/137, Near Paramhans Mandir","Kirodimal Dharmshala, Jawahar Ngr",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.1933E+11,deepakelectricals03@gmail.com,"Shop No. 15/137, Near Paramhans Mandir,Kirodimal Dharmshala, Jawahar Ngr"
Hansa Marketing,"Kankali Chowk, Satti Bazar",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,hansa.agency01@gmail.com,"Kankali Chowk, Satti Bazar,"
Hansa Marketing,"Kankali Chowk, Satti Bazar",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,hansa.agency01@gmail.com,"Kankali Chowk, Satti Bazar,"
Yash Marketing,"Fisrt Floor, 117, Lalganga Shopping Mall",G E Road Raipur,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,7587108296,Yashmktg.sch@gmail.com,"Fisrt Floor, 117, Lalganga Shopping Mall,G E Road Raipur"
Navneet Enterprises,"Fishrij Office, Gaurav Path, Behind Telibandha",Raipur,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9669755555,Bharatwallfashion@gmail.com,"Fishrij Office, Gaurav Path, Behind Telibandha,Raipur"
Laxmi Marketing,"1St Floor, Kamla Super Market,","Teghaninaka,",RAIPUR,RAIPUR-CG,CHHATTISGARH,492009,9.19425E+11,laxmimarketingryp@rediffmail.com,"1St Floor, Kamla Super Market,,Teghaninaka,"
Laxmi Marketing,"1St Floor, Kamla Super Market,","Teghaninaka,",RAIPUR,RAIPUR-CG,CHHATTISGARH,492009,9.19425E+11,laxmimarketingryp@rediffmail.com,"1St Floor, Kamla Super Market,,Teghaninaka,"
Lite N Lites,Jawahar Nagar,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19754E+11,litenlites@gmail.com,"Jawahar Nagar,"
Maheshwari Agencies,"Opp. Bagadia Brothers,","Jawahar Nagar Chowk,",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19425E+11,maheshwari_agencies@yahoo.com,"Opp. Bagadia Brothers,,Jawahar Nagar Chowk,"
Maheshwari Agencies,"Opp. Bagadia Brothers,","Jawahar Nagar Chowk,",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19425E+11,maheshwari_agencies@yahoo.com,"Opp. Bagadia Brothers,,Jawahar Nagar Chowk,"
Maa Samaleswari Enterprises,"Gandhi Nagar, Murra Bhati Gudhayari",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19982E+11,msentp03@gmail.com,"Gandhi Nagar, Murra Bhati Gudhayari,"
Om Electricals,"Opp Bhagta Di Hotel,",M G Road,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.1977E+11,omelectrical403@gmail.com,"Opp Bhagta Di Hotel,,M G Road"
Rajasthan Electric Stores,"13,Shaheed Smarak Complex","Ge Road, Opposite Farisht",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19329E+11,alokbagri.res@gmail,"13,Shaheed Smarak Complex,Ge Road, Opposite Farisht"
Rajasthan Electric Stores,"13,Shaheed Smarak Complex","Ge Road, Opposite Farisht",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19329E+11,alokbagri.res@gmail,"13,Shaheed Smarak Complex,Ge Road, Opposite Farisht"
Raas Distributors,"37/109, Plot No. 57,","Survey No. 217/116, Jawahar Nagar",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.17355E+11,raasdistributors@gmail.com,"37/109, Plot No. 57,,Survey No. 217/116, Jawahar Nagar"
Raas Distributors,"37/109, Plot No. 57,","Survey No. 217/116, Jawahar Nagar",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.17355E+11,raasdistributors@gmail.com,"37/109, Plot No. 57,,Survey No. 217/116, Jawahar Nagar"
R D Sons,"Near Dena Bank,  Jawahar Nagar",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19893E+11,rdson@rediffmail.com,
Shyam Sales,"Shop-14 Janpat Office Complex,Main Rd.",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492004,9.19827E+11,shyamsalestilda@gmail.com,"Shop-14 Janpat Office Complex,Main Rd.,"
Sunlight Electricals,"Shantidevi Complex, Gurunanak Chowk,",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19826E+11,sunlight.electricals@rediffmail.com,"Shantidevi Complex, Gurunanak Chowk,,"
Sunlight Electricals,"Shantidevi Complex, Gurunanak Chowk,",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19826E+11,sunlight.electricals@rediffmail.com,"Shantidevi Complex, Gurunanak Chowk,,"
Trade Link,"15/605, M.G.Road,",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19426E+11,unitrade20@gmail.com,"15/605, M.G.Road,,"
Trade Link,"15/605, M.G.Road,",,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19426E+11,unitrade20@gmail.com,"15/605, M.G.Road,,"
Vaibhav Electricals,"Neardena Bank, Opp. Punjab Boot House",Jawahar Nagar,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.193E+11,vinodlalwani77@yahoo.com,"Neardena Bank, Opp. Punjab Boot House,Jawahar Nagar"
Vaibhav Electricals,"Neardena Bank, Opp. Punjab Boot House",Jawahar Nagar,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.193E+11,vinodlalwani77@yahoo.com,"Neardena Bank, Opp. Punjab Boot House,Jawahar Nagar"
Z.E.E. Electricals,Jawahar Nagar,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.18879E+11,zee.electricals@hotmail.com,"Jawahar Nagar,"
Z.E.E. Electricals,Jawahar Nagar,,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.18879E+11,zee.electricals@hotmail.com,"Jawahar Nagar,"
Express Tradecom Pvt. Ltd.,"Mehboob Plaza, Ever Green Chowk",Shastri Bazar,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19329E+11,sales@etplraipur.in,"Mehboob Plaza, Ever Green Chowk,Shastri Bazar"
Nxg Enterprises,"Shop No-121, Shaheed Smarak ,",Rajbandha Maidan G E Raod,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,8839988405,Nxgenterprises@gmail.com,"Shop No-121, Shaheed Smarak ,,Rajbandha Maidan G E Raod"
Laxmi Agency,"C/o Hari Narayan Gupta, Plot No28,Sec- 3,Main Rd","Avanti Vihar,Geetanjali Ngr. Shankar Ngr",RAIPUR,RAIPUR-CG,CHHATTISGARH,492007,9.19826E+11,info@laxmisolarpower.com,"C/o Hari Narayan Gupta, Plot No28,Sec- 3,Main Rd,Avanti Vihar,Geetanjali Ngr. Shankar Ngr"
Sood Electronics,15/1168  M G Road,Raipur,RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9329111303,Soodbrothers@rediffmail.com,"15/1168  M G Road,Raipur"
Annapurna Trading Company,Near Ambuja Mall,Vidhan Sabha Road Mowa,RAIPUR,RAIPUR-CG,CHHATTISGARH,492007,9926100261,Atc_raipur@rediffmail.com,"Near Ambuja Mall,Vidhan Sabha Road Mowa"
Shubham Electrical,"Shop No.5,Ist Floor,Shyam Dikshit Cplx.","K.K. Road, Moudha Para",RAIPUR,RAIPUR-CG,CHHATTISGARH,492001,9.19827E+11,shubhamelectrical2012@gmail.com,"Shop No.5,Ist Floor,Shyam Dikshit Cplx.,K.K. Road, Moudha Para"
Suraj Electricals And Hardware,Bellad Complex,Opp S B I,BELGAUM,BAIL HONGAL-KA,KARNATAKA,591102,9.19903E+11,sureshborana88@gmail.com,"Bellad Complex,Opp S B I"
Shyam Electricals,"Mill Road,",,KHAGARIA,KHAGARIA-BR,BIHAR,851204,9.1943E+11,tulsyan.binod@gmail.com,"Mill Road,,"
Brhamdev Enterprises,Goushala,,KATIHAR,KATIHAR-BR,BIHAR,854105,9.17261E+11,amankumar531@ymail.com,"Goushala,"
Katihar Marketing,"1st And 2nd Floor, Abbas Katra,Saheed chowk",,KATIHAR,KATIHAR-BR,BIHAR,854105,7004007340,katiharmarketing@gmail.com,"1st And 2nd Floor, Abbas Katra,Saheed chowk,"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","ToVishw Vihar,B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,9.1938E+11,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,ToVishw Vihar,B/H Old MadrasRd.,Bigbazar"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","ToVishw Vihar,B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,9.1938E+11,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,ToVishw Vihar,B/H Old MadrasRd.,Bigbazar"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,9379572850,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,B/H Old MadrasRd.,Bigbazar"
Sri Chowdeshwari Enterprises,No.4342 Krishna Nilaya,Vivekanandanagar Bus Stop Kolar Mainroad,KOLAR,BANGARAPET-KA,KARNATAKA,563114,9.19964E+11,sureshbabus77749@gmail.com,"No.4342 Krishna Nilaya,Vivekanandanagar Bus Stop Kolar Mainroad"
Ambica Trading Corporation,"No.3/1,Sree Muneshwara Industrial Estate","Tumkar Road, Peenya",BANGALORE,BANGALORE-KA,KARNATAKA,560058,9.19965E+11,sales@ambicatrading.com,"No.3/1,Sree Muneshwara Industrial Estate,Tumkar Ro"
Ambica Trading Corporation,"No.3/1,Sree Muneshwara Industrial Estate","Tumkar Road, Peenya",BANGALORE,BANGALORE-KA,KARNATAKA,560058,9.19965E+11,sales@ambicatrading.com,"No.3/1,Sree Muneshwara Industrial Estate,Tumkar Ro"
Ambika Electricals And Electro,"3/2,Ground Floor,Bellandur Gate","Ambalipur,Sarajapur Road",BANGALORE,BANGALORE-KA,KARNATAKA,560103,9.19902E+11,chouhanashok942@gmail.com,"3/2,Ground Floor,Bellandur Gate,Ambalipur,Sarajapur Road"
Anand Enterprises,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross","Kacharakana Halli, HBR Layout",BANGALORE,BANGALORE-KA,KARNATAKA,560084,9.19844E+11,savitha4136@gmail.com,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross,Kacharakana Halli, HBR Layout"
Anand Enterprises,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross","Kacharakana Halli, HBR Layout",BANGALORE,BANGALORE-KA,KARNATAKA,560084,9.19844E+11,savitha4136@gmail.com,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross,Kacharakana Halli, HBR Layout"
Anushtan Associates,"27,Casle Street, Ashok Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560025,9.19845E+11,ajay@anushtan.com,
Anushtan Associates,"27,Casle Street, Ashok Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560025,9.19845E+11,ajay@anushtan.com,
AS Light And Co,"4th floor, No.160,Arun Arch, 9th Cross","1st Stage, Indiranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560001,9.19343E+11,aslightco@gmail.com,"4th floor, No.160,Arun Arch, 9th Cross,1st Stage, Indiranagar"
Baron Electronics Private Limi,"No.95A, Electronic City,Opp.Motorol",Hosur Road,BANGALORE,BANGALORE-KA,KARNATAKA,560100,9.19981E+11,baronelectronics@gmail.com,"No.95A, Electronic City,Opp.Motorol,Hosur Road"
Vaibhav Electricals Inc,"No 690 Ground Floor, Pragathi Complex, 36th Cross,","11th B Main, 2nd Block, Rajajinagar,",BANGALORE,BANGALORE-KA,KARNATAKA,560010,9538967610,Vaibhavelectricals19@yahoo.com,"No 690 Ground Floor, Pragathi Complex, 36th Cross,,11th B Main, 2nd Block, Rajajinagar,"
M K Distributors,"No. 1066/34, 4th Main Road,","Gokula, 1st Stage 2nd Phase Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560054,9980266161,Mkindoasian@gmail.com,"No. 1066/34, 4th Main Road,,Gokula, 1st Stage 2nd Phase Bangalore"
Bharat Electric And Sales Co,"No. 65, Floor,  1st Cross, Govinda Reddy Layout,",Behind Arekere Mico Layout Bannerghatta,BANGALORE,BANGALORE-KA,KARNATAKA,560076,8073092575,Lucky.electrical@yahoo.com,"No. 65, Floor,  1st Cross, Govinda Reddy Layout,,Behind Arekere Mico Layout Bannerghatta"
Cauvery Distributors.,"No. 71, A.M.Lane,Chickpet",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19845E+11,groupcauverydistributor@gmail.com,"No. 71, A.M.Lane,Chickpet,"
Cauvery Distributors.,"No. 71, A.M.Lane,Chickpet",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19845E+11,groupcauverydistributor@gmail.com,"No. 71, A.M.Lane,Chickpet,"
Elcab Engineers Private Limite,"136,Nadi Gruha ,1st floor,","5th Main Road, Chamarajpet",BANGALORE,BANGALORE-KA,KARNATAKA,560018,9.19845E+11,sales@elcab.co.in,"136,Nadi Gruha ,1st floor,,5th Main Road, Chamarajpet"
Fluoro Spark,"No.3645, 4th Main, Gayathri Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560021,9.19846E+11,fluorospark@gmail.com,
Fluoro Spark,"No.3645, 4th Main, Gayathri Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560021,9.19846E+11,fluorospark@gmail.com,
Disha Enterprises,"Unit No-4, 1st Floor, Kalpavruksha Residency","# 55/1, 17th Cross Road, Malleswaram",BANGALORE,BANGALORE-KA,KARNATAKA,560055,9.19448E+11,gore_kris@yahoo.co.in,"Unit No-4, 1st Floor, Kalpavruksha Residency,# 55/1, 17th Cross Road, Malleswaram"
Disha Enterprises,"Unit No-4, 1st Floor, Kalpavruksha Residency","# 55/1, 17th Cross Road, Malleswaram",BANGALORE,BANGALORE-KA,KARNATAKA,560055,9.19448E+11,gore_kris@yahoo.co.in,"Unit No-4, 1st Floor, Kalpavruksha Residency,# 55/1, 17th Cross Road, Malleswaram"
Diya Power Solutions,"No.11/1,2nd Cross,Kalappa Block","Pipeline Road, Srinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560050,9686069696,diyapowersolutions@gmail.com,"No.11/1,2nd Cross,Kalappa Block,Pipeline Road, Srinagar"
Diya Power Solutions,"No.11/1,2nd Cross,Kalappa Block","Pipeline Road, Srinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560050,9686069696,diyapowersolutions@gmail.com,"No.11/1,2nd Cross,Kalappa Block,Pipeline Road, Srinagar"
G.M.Electricals,"203/6 ,5Th Cross,1St Main Road","K.N.Extention,Yeshwanthpu",BANGALORE,BANGALORE-KA,KARNATAKA,560022,9.1988E+11,gmelectricals10@yahoo.in,"203/6 ,5Th Cross,1St Main Road,K.N.Extention,Yeshwanthpu"
Heera Electricals And Sanitary,"111/2,Shop No.2-3,Reliable Lake Dew","Haralur Road,Haralur Village",BANGALORE,BANGALORE-KA,KARNATAKA,560102,9986795917,heeraelectricals09@gmail.com,"111/2,Shop No.2-3,Reliable Lake Dew,Haralur Road,Haralur Village"
Perisol,"104, R.V.Road",V.V.Puram,BANGALORE,BANGALORE-KA,KARNATAKA,560004,9.19844E+11,perisol@yahoo.com,"104, R.V.Road,V.V.Puram"
Perisol,"104, R.V.Road",V.V.Puram,BANGALORE,BANGALORE-KA,KARNATAKA,560004,9.19844E+11,perisol@yahoo.com,"104, R.V.Road,V.V.Puram"
Krishna Marketing,"No.55/1 16th Cross  33rd Main,","J P Nagar, 6th Phase  Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560078,9535574550,Krishnamkting2406@gmail.com,"No.55/1 16th Cross  33rd Main,,J P Nagar, 6th Phase  Bangalore"
Jaisree Enterprises,"Grnd flr.no.32,Shop no.-4,Sumukha Complex,Nr.Sapthagiri Engg","College,Opp.SBI Bank,Hesaraghatta MainRd",BANGALORE,BANGALORE-KA,KARNATAKA,560057,9.18554E+11,jaisreeenterprises99@gmail.com,"Grnd flr.no.32,Shop no.-4,Sumukha Complex,Nr.Sapthagiri Engg,College,Opp.SBI Bank,Hesaraghatta MainRd"
J J Electricals,"Shop No. 1, Ground Flr,","54, 20th Main, 2nd Cross, BTM Layout,",BANGALORE,BANGALORE-KA,KARNATAKA,560076,9.19448E+11,jjelectricals11@gmail.com,"Shop No. 1, Ground Flr,,54, 20th Main, 2nd Cross, BTM Layout,"
Kailash Electricals,"No. 172, Ground Floor, 19th Main","H.S.R Layout , Sector-4",BANGALORE,BANGALORE-KA,KARNATAKA,560102,9.19845E+11,kailashelehsr@gmail.com,"No. 172, Ground Floor, 19th Main,H.S.R Layout , Sector-4"
Kaveri Electronics,"No.19/75, 12th Main,","2nd Block , Rajajinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560010,9.19449E+11,kaverielectronicsblr@gmail.com,"No.19/75, 12th Main,,2nd Block , Rajajinagar"
Keyline Corporation,"No.291,Block-A,4th Main, 4th Phase",Peenya Industrial Area,BANGALORE,BANGALORE-KA,KARNATAKA,560058,9.19886E+11,keylinecorporation@gmail.com,"No.291,Block-A,4th Main, 4th Phase,Peenya Industri"
Keyline Corporation,"No.291,Block-A,4th Main, 4th Phase",Peenya Industrial Area,BANGALORE,BANGALORE-KA,KARNATAKA,560058,9.19886E+11,keylinecorporation@gmail.com,"No.291,Block-A,4th Main, 4th Phase,Peenya Industri"
Krishna Electrical,"No.206, Karnataka Complex,White Hoskote Main Road",Kannamangala Village,BANGALORE,BANGALORE-KA,KARNATAKA,560067,9.18148E+11,krishnahavells2014@gmail.com,"No.206, Karnataka Complex,White Hoskote Main Road,Kannamangala Village"
Lighting Palace (Branch),"28, 4Th Main, Industrial Town",Rajaji Nagar,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19845E+11,felix@lightingpalace.net,"28, 4Th Main, Industrial Town,Rajaji Nagar"
Lighting Palace (Branch),"28, 4Th Main, Industrial Town",Rajaji Nagar,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19845E+11,felix@lightingpalace.net,"28, 4Th Main, Industrial Town,Rajaji Nagar"
Mataji Electricals,Shop No.-1 Door No-31 Malleshpaly Main Road,Po New Thippasandra,BANGALORE,BANGALORE-KA,KARNATAKA,560075,9.18762E+11,matajielectricals5@gmail.com,"Shop No.-1 Door No-31 Malleshpaly Main Road,Po New Thippasandra"
Mahalaxmi Electricals,"No 25,1st Service Rd, Hesara Ghatta",Bagalagunte Bus Stop,BANGALORE,BANGALORE-KA,KARNATAKA,560073,9.19916E+11,mahalakshmielectricals2@gmail.com,"No 25,1st Service Rd, Hesara Ghatta,Bagalagunte Bus Stop"
Magic Electricals,"7, G K Lane, Laxman Rao Road, Ist Cross,",Chickpet,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19341E+11,magicelectric@rediffmail.com,"7, G K Lane, Laxman Rao Road, Ist Cross,,Chickpet"
