name,address,town,district,city,state,postal code,telephone,email,remarks
Trupati Electricals Private Li,"1892/H,Hari  Ram Market,Katra Babu Ram",Bhagirath Palace,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,919811503305,trupatielectricals@gmail.com,"1892/H,Hari  Ram Market,Katra Babu Ram,Bhagirath Palace"
Viney Electricals,"Gr Flr Pvt No. 36, 1801-Nav Durga Market,","Bhagirath Palace, Chandni Chowk",CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,919810478725,vineyelectrical@gmail.com,"Gr Flr Pvt No. 36, 1801-Nav Durga Market,,Bhagirath Palace, Chandni Chowk"
Viney Electricals,"Gr Flr Pvt No. 36, 1801-Nav Durga Market,","Bhagirath Palace, Chandni Chowk",CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,919810478725,vineyelectrical@gmail.com,"Gr Flr Pvt No. 36, 1801-Nav Durga Market,,Bhagirath Palace, Chandni Chowk"
Yogi Enterprises,"1781, First Floor, Kucha Lattushah",Dariba Kalan,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,9873023516,yogienterprises2010@yahoo.com,"1781, First Floor, Kucha Lattushah,Dariba Kalan"
Yogi Enterprises,"1781, First Floor, Kucha Lattushah",Dariba Kalan,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,9873023516,yogienterprises2010@yahoo.com,"1781, First Floor, Kucha Lattushah,Dariba Kalan"
Hari Om Lighting,"1781, Ground Floor, Bhagirath Palace,",Chandni Chowk,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,919891897485,hariomlighting@yahoo.com,"1781, Ground Floor, Bhagirath Palace,,Chandni Chowk"
Pragyan Metals Pvt. Ltd.,"1st Floor, 6 A, Himalayan House, 23 K. G. Marg",,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110001,9871722224,kamal@dagagroup.in,"1st Floor, 6 A, Himalayan House, 23 K. G. Marg,"
Surya Lighting AV & UV Technol,"1st Floor, 1978/1, Katra Lacchu Singh,",Chandni Chowk,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,9716547040,admin@suryalightinguv.com,"1st Floor, 1978/1, Katra Lacchu Singh,,Chandni Chowk"
Aadvik Enterprises,"2nd Floor, 2209-10, Chah Indara, Bhagirath Place,",Chandni Chowk,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,9718581105,Jainsourabh023@gmail.com,"2nd Floor, 2209-10, Chah Indara, Bhagirath Place,,Chandni Chowk"
Shree Anant Electric Store,"1791, Ram Gali, Bhagirath Palace",,CENTRAL DELHI,DELHI CENTRAL-DL,DELHI,110006,919810009060,sales@shreeanant.com,"1791, Ram Gali, Bhagirath Palace,"
Maa Durga Electric,Satsang Nagar,Raja Bazar,JEHANABAD,JEHANABAD-BR,BIHAR,804408,8210513532,Rajeevranjan00003@gmail.com,"Satsang Nagar,Raja Bazar"
Suraj Electricals And Hardware,Bellad Complex,Opp S B I,BELGAUM,BAIL HONGAL-KA,KARNATAKA,591102,919902665919,sureshborana88@gmail.com,"Bellad Complex,Opp S B I"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","ToVishw Vihar,B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,919379572850,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,ToVishw Vihar,B/H Old MadrasRd.,Bigbazar"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","ToVishw Vihar,B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,919379572850,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,ToVishw Vihar,B/H Old MadrasRd.,Bigbazar"
Adri Infra,"Flat No.C,Quartet Apprtt.,Ist Floor,Next","B/H Old MadrasRd.,Bigbazar",BANGALORE RURAL,BANGALORE NORTH-KA,KARNATAKA,560093,9379572850,saikat.upadhaya@adriinfra.com,"Flat No.C,Quartet Apprtt.,Ist Floor,Next,B/H Old MadrasRd.,Bigbazar"
Govindaraju Electricals,"No.10/1,Soladevanahalli,Sasuvegatta Main Road",Hesaragatta Main Road,BELGAUM,ATHNI-KA,KARNATAKA,560090,919535861659,govindrajelectricals79@gmail.com,"No.10/1,Soladevanahalli,Sasuvegatta Main Road,Hesa"
Govindaraju Electricals,"No.10/1,Soladevanahalli,Sasuvegatta Main Road",Hesaragatta Main Road,BELGAUM,ATHNI-KA,KARNATAKA,560090,919535861659,govindrajelectricals79@gmail.com,"No.10/1,Soladevanahalli,Sasuvegatta Main Road,Hesa"
Laxmi Electricals,"Kirthi Colony, Near Church",Bhaghanagar,BELGAUM,ATHNI-KA,KARNATAKA,583231,919341144173,kaleshkumar.6966@gmail.com,"Kirthi Colony, Near Church,Bhaghanagar"
Laxmi Electricals,"Kirthi Colony, Near Church",Bhaghanagar,BELGAUM,ATHNI-KA,KARNATAKA,583231,919341144173,kaleshkumar.6966@gmail.com,"Kirthi Colony, Near Church,Bhaghanagar"
Pavan Associates,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.",Gokul Road,BELGAUM,ATHNI-KA,KARNATAKA,580030,919448117276,pavanassociates03@gmail.com,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.,Gokul Ro"
Pavan Associates,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.",Gokul Road,BELGAUM,ATHNI-KA,KARNATAKA,580030,919448117276,pavanassociates03@gmail.com,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.,Gokul Ro"
S.R. Enterprises,"Suhas Building, Behind UCO Bank, B H Nagar",,BELGAUM,ATHNI-KA,KARNATAKA,572103,919902856102,sre.srenterprises@gmail.com,
S.R. Enterprises,"Suhas Building, Behind UCO Bank, B H Nagar",,BELGAUM,ATHNI-KA,KARNATAKA,572103,919902856102,sre.srenterprises@gmail.com,
SSE Enterprises,"B.No.4/2,49,Opp.Ayesha Medical","2nd Cross,M J Nagar",BELGAUM,ATHNI-KA,KARNATAKA,583201,919448480504,sseentp@gmail.com,"B.No.4/2,49,Opp.Ayesha Medical,2nd Cross,M J Nagar"
SSE Enterprises,"B.No.4/2,49,Opp.Ayesha Medical","2nd Cross,M J Nagar",BELGAUM,ATHNI-KA,KARNATAKA,583201,919448480504,sseentp@gmail.com,"B.No.4/2,49,Opp.Ayesha Medical,2nd Cross,M J Nagar"
Ambica Trading Corporation,"No.3/1,Sree Muneshwara Industrial Estate","Tumkar Road, Peenya",BANGALORE,BANGALORE-KA,KARNATAKA,560058,919964984444,sales@ambicatrading.com,"No.3/1,Sree Muneshwara Industrial Estate,Tumkar Ro"
Ambica Trading Corporation,"No.3/1,Sree Muneshwara Industrial Estate","Tumkar Road, Peenya",BANGALORE,BANGALORE-KA,KARNATAKA,560058,919964984444,sales@ambicatrading.com,"No.3/1,Sree Muneshwara Industrial Estate,Tumkar Ro"
Ambika Electricals And Electro,"3/2,Ground Floor,Bellandur Gate","Ambalipur,Sarajapur Road",BANGALORE,BANGALORE-KA,KARNATAKA,560103,919902275421,chouhanashok942@gmail.com,"3/2,Ground Floor,Bellandur Gate,Ambalipur,Sarajapur Road"
Anand Enterprises,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross","Kacharakana Halli, HBR Layout",BANGALORE,BANGALORE-KA,KARNATAKA,560084,919844156827,savitha4136@gmail.com,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross,Kacharakana Halli, HBR Layout"
Anand Enterprises,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross","Kacharakana Halli, HBR Layout",BANGALORE,BANGALORE-KA,KARNATAKA,560084,919844156827,savitha4136@gmail.com,"45, Paras Mansion, 45, Nilgiris Road, 5th Cross,Kacharakana Halli, HBR Layout"
Anushtan Associates,"27,Casle Street, Ashok Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560025,919845021044,ajay@anushtan.com,
Anushtan Associates,"27,Casle Street, Ashok Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560025,919845021044,ajay@anushtan.com,
AS Light And Co,"4th floor, No.160,Arun Arch, 9th Cross","1st Stage, Indiranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560001,919343055017,aslightco@gmail.com,"4th floor, No.160,Arun Arch, 9th Cross,1st Stage, Indiranagar"
Baron Electronics Private Limi,"No.95A, Electronic City,Opp.Motorol",Hosur Road,BANGALORE,BANGALORE-KA,KARNATAKA,560100,919980599463,baronelectronics@gmail.com,"No.95A, Electronic City,Opp.Motorol,Hosur Road"
Vaibhav Electricals Inc,"No 690 Ground Floor, Pragathi Complex, 36th Cross,","11th B Main, 2nd Block, Rajajinagar,",BANGALORE,BANGALORE-KA,KARNATAKA,560010,9538967610,Vaibhavelectricals19@yahoo.com,"No 690 Ground Floor, Pragathi Complex, 36th Cross,,11th B Main, 2nd Block, Rajajinagar,"
M K Distributors,"No. 1066/34, 4th Main Road,","Gokula, 1st Stage 2nd Phase Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560054,9980266161,Mkindoasian@gmail.com,"No. 1066/34, 4th Main Road,,Gokula, 1st Stage 2nd Phase Bangalore"
Bharat Electric And Sales Co,"No. 65, Floor,  1st Cross, Govinda Reddy Layout,",Behind Arekere Mico Layout Bannerghatta,BANGALORE,BANGALORE-KA,KARNATAKA,560076,8073092575,Lucky.electrical@yahoo.com,"No. 65, Floor,  1st Cross, Govinda Reddy Layout,,Behind Arekere Mico Layout Bannerghatta"
Cauvery Distributors.,"No. 71, A.M.Lane,Chickpet",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919845308776,groupcauverydistributor@gmail.com,"No. 71, A.M.Lane,Chickpet,"
Cauvery Distributors.,"No. 71, A.M.Lane,Chickpet",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919845308776,groupcauverydistributor@gmail.com,"No. 71, A.M.Lane,Chickpet,"
Elcab Engineers Private Limite,"136,Nadi Gruha ,1st floor,","5th Main Road, Chamarajpet",BANGALORE,BANGALORE-KA,KARNATAKA,560018,919845074555,sales@elcab.co.in,"136,Nadi Gruha ,1st floor,,5th Main Road, Chamarajpet"
Fluoro Spark,"No.3645, 4th Main, Gayathri Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560021,919845853258,fluorospark@gmail.com,
Fluoro Spark,"No.3645, 4th Main, Gayathri Nagar",,BANGALORE,BANGALORE-KA,KARNATAKA,560021,919845853258,fluorospark@gmail.com,
Disha Enterprises,"Unit No-4, 1st Floor, Kalpavruksha Residency","# 55/1, 17th Cross Road, Malleswaram",BANGALORE,BANGALORE-KA,KARNATAKA,560055,919448489703,gore_kris@yahoo.co.in,"Unit No-4, 1st Floor, Kalpavruksha Residency,# 55/1, 17th Cross Road, Malleswaram"
Disha Enterprises,"Unit No-4, 1st Floor, Kalpavruksha Residency","# 55/1, 17th Cross Road, Malleswaram",BANGALORE,BANGALORE-KA,KARNATAKA,560055,919448489703,gore_kris@yahoo.co.in,"Unit No-4, 1st Floor, Kalpavruksha Residency,# 55/1, 17th Cross Road, Malleswaram"
Diya Power Solutions,"No.11/1,2nd Cross,Kalappa Block","Pipeline Road, Srinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560050,9686069696,diyapowersolutions@gmail.com,"No.11/1,2nd Cross,Kalappa Block,Pipeline Road, Srinagar"
Diya Power Solutions,"No.11/1,2nd Cross,Kalappa Block","Pipeline Road, Srinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560050,9686069696,diyapowersolutions@gmail.com,"No.11/1,2nd Cross,Kalappa Block,Pipeline Road, Srinagar"
G.M.Electricals,"203/6 ,5Th Cross,1St Main Road","K.N.Extention,Yeshwanthpu",BANGALORE,BANGALORE-KA,KARNATAKA,560022,919880171665,gmelectricals10@yahoo.in,"203/6 ,5Th Cross,1St Main Road,K.N.Extention,Yeshwanthpu"
Heera Electricals And Sanitary,"111/2,Shop No.2-3,Reliable Lake Dew","Haralur Road,Haralur Village",BANGALORE,BANGALORE-KA,KARNATAKA,560102,9986795917,heeraelectricals09@gmail.com,"111/2,Shop No.2-3,Reliable Lake Dew,Haralur Road,Haralur Village"
Perisol,"104, R.V.Road",V.V.Puram,BANGALORE,BANGALORE-KA,KARNATAKA,560004,919844019612,perisol@yahoo.com,"104, R.V.Road,V.V.Puram"
Perisol,"104, R.V.Road",V.V.Puram,BANGALORE,BANGALORE-KA,KARNATAKA,560004,919844019612,perisol@yahoo.com,"104, R.V.Road,V.V.Puram"
Krishna Marketing,"No.55/1 16th Cross  33rd Main,","J P Nagar, 6th Phase  Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560078,9535574550,Krishnamkting2406@gmail.com,"No.55/1 16th Cross  33rd Main,,J P Nagar, 6th Phase  Bangalore"
Jaisree Enterprises,"Grnd flr.no.32,Shop no.-4,Sumukha Complex,Nr.Sapthagiri Engg","College,Opp.SBI Bank,Hesaraghatta MainRd",BANGALORE,BANGALORE-KA,KARNATAKA,560057,918553900249,jaisreeenterprises99@gmail.com,"Grnd flr.no.32,Shop no.-4,Sumukha Complex,Nr.Sapthagiri Engg,College,Opp.SBI Bank,Hesaraghatta MainRd"
J J Electricals,"Shop No. 1, Ground Flr,","54, 20th Main, 2nd Cross, BTM Layout,",BANGALORE,BANGALORE-KA,KARNATAKA,560076,919448151352,jjelectricals11@gmail.com,"Shop No. 1, Ground Flr,,54, 20th Main, 2nd Cross, BTM Layout,"
Kailash Electricals,"No. 172, Ground Floor, 19th Main","H.S.R Layout , Sector-4",BANGALORE,BANGALORE-KA,KARNATAKA,560102,919845215102,kailashelehsr@gmail.com,"No. 172, Ground Floor, 19th Main,H.S.R Layout , Sector-4"
Kaveri Electronics,"No.19/75, 12th Main,","2nd Block , Rajajinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560010,919448785854,kaverielectronicsblr@gmail.com,"No.19/75, 12th Main,,2nd Block , Rajajinagar"
Keyline Corporation,"No.291,Block-A,4th Main, 4th Phase",Peenya Industrial Area,BANGALORE,BANGALORE-KA,KARNATAKA,560058,919886063660,keylinecorporation@gmail.com,"No.291,Block-A,4th Main, 4th Phase,Peenya Industri"
Keyline Corporation,"No.291,Block-A,4th Main, 4th Phase",Peenya Industrial Area,BANGALORE,BANGALORE-KA,KARNATAKA,560058,919886063660,keylinecorporation@gmail.com,"No.291,Block-A,4th Main, 4th Phase,Peenya Industri"
Krishna Electrical,"No.206, Karnataka Complex,White Hoskote Main Road",Kannamangala Village,BANGALORE,BANGALORE-KA,KARNATAKA,560067,918147614020,krishnahavells2014@gmail.com,"No.206, Karnataka Complex,White Hoskote Main Road,Kannamangala Village"
Lighting Palace (Branch),"28, 4Th Main, Industrial Town",Rajaji Nagar,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919845189152,felix@lightingpalace.net,"28, 4Th Main, Industrial Town,Rajaji Nagar"
Lighting Palace (Branch),"28, 4Th Main, Industrial Town",Rajaji Nagar,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919845189152,felix@lightingpalace.net,"28, 4Th Main, Industrial Town,Rajaji Nagar"
Mataji Electricals,Shop No.-1 Door No-31 Malleshpaly Main Road,Po New Thippasandra,BANGALORE,BANGALORE-KA,KARNATAKA,560075,918762176143,matajielectricals5@gmail.com,"Shop No.-1 Door No-31 Malleshpaly Main Road,Po New Thippasandra"
Mahalaxmi Electricals,"No 25,1st Service Rd, Hesara Ghatta",Bagalagunte Bus Stop,BANGALORE,BANGALORE-KA,KARNATAKA,560073,919916397548,mahalakshmielectricals2@gmail.com,"No 25,1st Service Rd, Hesara Ghatta,Bagalagunte Bus Stop"
Magic Electricals,"7, G K Lane, Laxman Rao Road, Ist Cross,",Chickpet,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919341213869,magicelectric@rediffmail.com,"7, G K Lane, Laxman Rao Road, Ist Cross,,Chickpet"
Magic Electricals,"7, G K Lane, Laxman Rao Road, Ist Cross,",Chickpet,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919341213869,magicelectric@rediffmail.com,"7, G K Lane, Laxman Rao Road, Ist Cross,,Chickpet"
Mahesh Marketing,"No.98/1,V S Ramaswamy Layout,Halasahalli Main Road",Varthur,BANGALORE,BANGALORE-KA,KARNATAKA,560087,919731857321,maheshmarketing02@gmail.com,"No.98/1,V S Ramaswamy Layout,Halasahalli Main Road,Varthur"
Mahadev Power Tools And Electr,"02, Bannerghatta Village, Opp Police Station",Jigani Hobli Anekal Taluuk,BANGALORE,BANGALORE-KA,KARNATAKA,560083,919448680611,mpte.rj19@gmail.com,"02, Bannerghatta Village, Opp Police Station,Jigani Hobli Anekal Taluuk"
Monica Electricals,"Shop No.3,T.C. Palya Gate",Old Madras Road,BANGALORE,BANGALORE-KA,KARNATAKA,560049,919449234201,mahalaxmimonica@gmail.com,"Shop No.3,T.C. Palya Gate,Old Madras Road"
Pawan Electricals,"134,Chana Keshva Nagar,Hosa Road",Hosur Main Road,BANGALORE,BANGALORE-KA,KARNATAKA,560068,919036999299,kailash.savit@gmail.com,"134,Chana Keshva Nagar,Hosa Road,Hosur Main Road"
Prakash Electricals,"No.45,Shop No.2,Ground Flr,Kathriguppa","Damain Rd.,Nest to Rashmi Kala Bhavan",BANGALORE,BANGALORE-KA,KARNATAKA,560085,919686957573,manoharpraj10@gmail.com,"No.45,Shop No.2,Ground Flr,Kathriguppa,Damain Rd.,Nest to Rashmi Kala Bhavan"
R B Electra Centre,"No.23/71,Ground Floor,2nd Block","12th Main Road, Rajajinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560010,919880130229,rbelectra@gmail.com,"No.23/71,Ground Floor,2nd Block,12th Main Road, Rajajinagar"
R R Amith Kumar,"101,Ground Floor,3rd Main,10th Block","Nagarbhavi, 2nd Stage",BANGALORE,BANGALORE-KA,KARNATAKA,560072,919886773496,amithravindra@gmail.com,"101,Ground Floor,3rd Main,10th Block,Nagarbhavi, 2"
R R Amith Kumar,"101,Ground Floor,3rd Main,10th Block","Nagarbhavi, 2nd Stage",BANGALORE,BANGALORE-KA,KARNATAKA,560072,919886773496,amithravindra@gmail.com,"101,Ground Floor,3rd Main,10th Block,Nagarbhavi, 2"
Shreyas Lamps And Shades,"Shop No.2,Ist Floor, Sy No.34,Bellandur","Opp.Pratham Motors,Outer Ring Road",BANGALORE,BANGALORE-KA,KARNATAKA,560103,919845626907,krishna_slslamps@yahoo.co.in,"Shop No.2,Ist Floor, Sy No.34,Bellandur,Opp.Pratham Motors,Outer Ring Road"
Shree Marketing,"17E, Street Fort",Behind Sharma Transports,BANGALORE,BANGALORE-KA,KARNATAKA,560002,919845698570,dhanivenu@gmail.com,"17E, Street Fort,Behind Sharma Transports"
Shree Marketing,"17E, Street Fort",Behind Sharma Transports,BANGALORE,BANGALORE-KA,KARNATAKA,560002,919845698570,dhanivenu@gmail.com,"17E, Street Fort,Behind Sharma Transports"
Shankara Building Products Lim,"G2, Farah Winsford,No.133, Infantry Road",,BANGALORE,BANGALORE-KA,KARNATAKA,560001,919324628045,purchase.buildpro@shankarabuildpro.com,"G2, Farah Winsford,No.133, Infantry Road,"
Shri Prakash Electricals And L,"Ground floor No.38/2, 80Feet Main Road, Ward No.162, No.10/1",Ist Main Srinivasnagar,BANGALORE,BANGALORE-KA,KARNATAKA,560050,919986148031,prakashelectricals.dinesh@gmail.com,"Ground floor No.38/2, 80Feet Main Road, Ward No.162, No.10/1,Ist Main Srinivasnagar"
Siddhi Kabel Corporation Priva,"No.3,Ist Main Road,Banashankari",3rd Stage,BANGALORE,BANGALORE-KA,KARNATAKA,560085,919620000947,info@siddhikabel.com,"No.3,Ist Main Road,Banashankari,3rd Stage"
Siddhi Kabel Corporation Priva,"No.3,Ist Main Road,Banashankari",3rd Stage,BANGALORE,BANGALORE-KA,KARNATAKA,560085,919620000947,info@siddhikabel.com,"No.3,Ist Main Road,Banashankari,3rd Stage"
Solax Renergy LLP,"463-31 Vivekananda Nilaya,13th Cross,10th Main",Wilson Garden,BANGALORE,BANGALORE-KA,KARNATAKA,560027,918884442414,info@solaxrenergy.com,"463-31 Vivekananda Nilaya,13th Cross,10th Main,Wil"
Solax Renergy LLP,"463-31 Vivekananda Nilaya,13th Cross,10th Main",Wilson Garden,BANGALORE,BANGALORE-KA,KARNATAKA,560027,918884442414,info@solaxrenergy.com,"463-31 Vivekananda Nilaya,13th Cross,10th Main,Wil"
Sri Sai Electricals,"NO V-31,10th Main Road,Peeny","2nd Stage Industrial Area,",BANGALORE,BANGALORE-KA,KARNATAKA,560058,919945732432,srisai.electricals19@gmail.com,"NO V-31,10th Main Road,Peeny,2nd Stage Industrial Area,"
Sree Ganesh Enterprises,"No.192 C, 12th Block, 1st Cross",Nagarabhavi,BANGALORE,BANGALORE-KA,KARNATAKA,560072,919886552072,Sreeganesh.entr@gmail.com,"No.192 C, 12th Block, 1st Cross,Nagarabhavi"
Sri Sapthagiri Electrical Serv,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-","Vinayaka Maruthi Temple,BhuvaneshwariNgr",BANGALORE,BANGALORE-KA,KARNATAKA,560056,919611267482,srisapthagirielectricalservice@gmail.com,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-,Vinayaka Mar"
Sri Sapthagiri Electrical Serv,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-","Vinayaka Maruthi Temple,BhuvaneshwariNgr",BANGALORE,BANGALORE-KA,KARNATAKA,560056,919611267482,srisapthagirielectricalservice@gmail.com,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-,Vinayaka Mar"
Sri Venkateshwara Electricals,"No.61,Khatha No.1094",Kamakshipalya Magadi Main Road,BANGALORE,BANGALORE-KA,KARNATAKA,560079,9845462695,shivaramvenkateshwara@gmail.com,"No.61,Khatha No.1094,Kamakshipalya Magadi Main Road"
Sri Diamond Hardware And Elect,"No.1,2, Chouhan Nivas,Gunjur Main Road",Varthur,BANGALORE,BANGALORE-KA,KARNATAKA,560087,919611527282,mahendar.chouhan03@gmail.com,"No.1,2, Chouhan Nivas,Gunjur Main Road,Varthur"
Sri Sai Distributors,"No.35/1, Ground Floor,Sri Lakshmi Venkateshwara, 8th Cross","S P Extension, Malleshwaram",BANGALORE,BANGALORE-KA,KARNATAKA,560003,919844728237,srisaidistributions@gmail.com,"No.35/1, Ground Floor,Sri Lakshmi Venkateshwara, 8th Cross,S P Extension, Malleshwaram"
Sushil Electricals,"S.V.Lane, Chickpet Cross",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,919980049456,lunkad.ankit@gmail.com,"S.V.Lane, Chickpet Cross,"
Suraksha Enterprises,"7, Ist Floor,Vasuki Complex,Sarjapura","Main Road, Attibele",BANGALORE,BANGALORE-KA,KARNATAKA,562107,919448593853,surakshaelectricals2003@gmail.com,"7, Ist Floor,Vasuki Complex,Sarjapura,Main Road, A"
Suraksha Enterprises,"7, Ist Floor,Vasuki Complex,Sarjapura","Main Road, Attibele",BANGALORE,BANGALORE-KA,KARNATAKA,562107,919448593853,surakshaelectricals2003@gmail.com,"7, Ist Floor,Vasuki Complex,Sarjapura,Main Road, A"
Ushodaya Electricals,"H.No.2324-9,S.No.1,2,HBR Layout","3rd Block,Site No.10,Nr.10th BTS Dept.",BANGALORE,BANGALORE-KA,KARNATAKA,560043,8073009278,ushodaya.plas@gmail.com,"H.No.2324-9,S.No.1,2,HBR Layout,3rd Block,Site No.10,Nr.10th BTS Dept."
Ushodaya Electricals,"H.No.2324-9,S.No.1,2,HBR Layout","3rd Block,Site No.10,Nr.10th BTS Dept.",BANGALORE,BANGALORE-KA,KARNATAKA,560043,8073009278,ushodaya.plas@gmail.com,"H.No.2324-9,S.No.1,2,HBR Layout,3rd Block,Site No.10,Nr.10th BTS Dept."
Vaibhav Lightronics,Shantwani Mansion 198/20 13Th Cross,"R.T.Street, B.V.K.Iyengar",BANGALORE,BANGALORE-KA,KARNATAKA,560053,919341224041,vaibhavlightronics@ymail.com,"Shantwani Mansion 198/20 13Th Cross,R.T.Street, B.V.K.Iyengar"
Vaibhav Lightronics,Shantwani Mansion 198/20 13Th Cross,"R.T.Street, B.V.K.Iyengar",BANGALORE,BANGALORE-KA,KARNATAKA,560053,919341224041,vaibhavlightronics@ymail.com,"Shantwani Mansion 198/20 13Th Cross,R.T.Street, B.V.K.Iyengar"
Vaishnavi Electronics,"N01,Sri Ramalingeshwara Nilaya,4th cross","B/H.SunRice School,VinayakaLayout,Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,919242345921,vaishnaviinfrastructure@agmail.com,"N01,Sri Ramalingeshwara Nilaya,4th cross,B/H.SunRi"
Vaishnavi Electronics,"N01,Sri Ramalingeshwara Nilaya,4th cross","B/H.SunRice School,VinayakaLayout,Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,919242345921,vaishnaviinfrastructure@agmail.com,"N01,Sri Ramalingeshwara Nilaya,4th cross,B/H.SunRi"
Vaishnavi Electricals,"No.276,Byrappa Complex,4th Main","S.S.A. Road, Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,919036998343,mail.ranganthv@gmail.com,"No.276,Byrappa Complex,4th Main,S.S.A. Road, Hebba"
Velnet Non-Conventional Energy,"192/45 Opp. To Govt School,",,BANGALORE,BANGALORE-KA,KARNATAKA,562110,919845700002,purchase@kamalsolar.com,
Velnet Non-Conventional Energy,"192/45 Opp. To Govt School,",,BANGALORE,BANGALORE-KA,KARNATAKA,562110,919845700002,purchase@kamalsolar.com,
Vinayaka Enterprises,"30/1A, Shop No. 12 and 13, 1st Flr, Kanakpura Main Road,","Chunchaghatta Cross, Yelachenahalli",BANGALORE,BANGALORE-KA,KARNATAKA,560078,919341487705,vnk_enter@yahoo.co.in,"30/1A, Shop No. 12 and 13, 1st Flr, Kanakpura Main Road,,Chunchaghatta Cross, Yelachenahalli"
Vidisha Power Solutions,"3317,2nd Floor, 13th Main,7th Cross","Hal 2nd Stage,Indranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560008,919845068289,sateeshaccess@yahoo.co.in,"3317,2nd Floor, 13th Main,7th Cross,Hal 2nd Stage,"
Vidisha Power Solutions,"3317,2nd Floor, 13th Main,7th Cross","Hal 2nd Stage,Indranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560008,919845068289,sateeshaccess@yahoo.co.in,"3317,2nd Floor, 13th Main,7th Cross,Hal 2nd Stage,"
Vishnu Electricals,"269, Ground Floor, G.O. Compound","Belthur, Kadugodi Post",BANGALORE,BANGALORE-KA,KARNATAKA,560067,919731521409,vishnuelectricals409@gmail.com,"269, Ground Floor, G.O. Compound,Belthur, Kadugodi Post"
Bharathi Electricals,"Shop No.1, Building No.10 Shakthi Complex ,","Basettypet, Chickpet",BANGALORE,BANGALORE-KA,KARNATAKA,560053,919845363311,accounts@bharathielectricals.com,"Shop No.1, Building No.10 Shakthi Complex ,,Basettypet, Chickpet"
G.M.Electricals,"203/6 ,5Th Cross,1St Main Road","K.N.Extention,Yeshwanthpu",BANGALORE,BANGALORE-KA,KARNATAKA,560022,919880171665,gmelectricals10@yahoo.in,"203/6 ,5Th Cross,1St Main Road,K.N.Extention,Yeshwanthpu"
Ssy Distribution House Llp,"Shop No -97, 1st Floor Maruti Plaza",Chickpet Bangalore,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9341622222,Sanjay@ssyllp.com,"Shop No -97, 1st Floor Maruti Plaza,Chickpet Bangalore"
